AreaOfInte,longitude,latitude,AreaOfIn_1,OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area
"138",-81.730270000000004,28.836649999999999,"Eustis, Lake","273757","112683438",2020/05/28,"2","00282276",Lake Eustis,31.45816411000,0.00000000000,"03080102005011","390","39000","5000000",0.27477369855,0.00290865259
"488",-81.730440000000002,28.908740000000002,"Yale, Lake","139649","112613946",2020/05/28,"2","00306620",Lake Yale,16.35502083000,0.00000000000,"03080102004874","390","39000","5000000",0.23274151801,0.00151314052
"15",-81.675696000000002,28.766051000000001,Apopka Beauclair Canal,"239273","112623880",2010/07/06,"2",,,0.51000000000,0.00000000000,,"466","46600","250000",0.05495473121,0.00004716023
"117",-81.671750000000003,28.791599999999999,"Dora, Lake","206425","112683506",2020/05/28,"2","00281681",Lake Dora,17.74604697000,0.00000000000,"03080102005051","390","39000","5000000",0.32252392095,0.00163995356
"449",-81.681399999999996,28.866650000000000,Trout Lake,"147304","112689108",2009/08/22,"2","00292480",Trout Lake,0.41800000000,0.00000000000,"03080102027019","390","39004","1000000",0.02845739744,0.00003864961
"167",-81.757690999999994,28.852391999999998,Haines Creek,"254465","112654676",2010/07/06,"2",,,0.01500000000,0.00000000000,,"466","46600","50000",0.00477546550,0.00000134724
"167",-81.757690999999994,28.852391999999998,Haines Creek,"273757","112683438",2020/05/28,"2","00282276",Lake Eustis,31.45816411000,0.00000000000,"03080102005011","390","39000","5000000",0.27477369855,0.00290865259
"132",-81.710949999999997,28.958909999999999,Ella Lake,"143295","112690706",2020/05/28,"2","00305629",Ella Lake,1.97487465000,0.00000000000,"03080102004768","390","39000","2000000",0.10138883463,0.00018279518
"177",-81.792900000000003,28.784400000000002,"Harris, Lake","185995","120024301",2020/05/28,"2","00294031",Lake Harris,74.52675974000,0.00000000000,"03080102029073","390","39000","5000000",0.80536486710,0.00688581464
"70",-81.812970000000007,28.598780000000001,"Cherry, Lake","147790","167180956",2020/05/28,"2","00280361",Cherry Lake,1.88080836000,0.00000000000,"03080102026031","390","39000","5000000",0.08171734376,0.00017349550
"185",-81.778899999999993,28.564260000000001,"Hiawatha, Lake","147474","112617280",2020/05/28,"2","00283936",Lake Hiawatha,1.71437906000,0.00000000000,"03080102010899","390","39005","5000000",0.07279617664,0.00015810085
"336",-81.870948999999996,28.766338999999999,Palatlakaha River,"211046","112699786",2010/07/06,"2",,,0.54700000000,0.00000000000,,"466","46600","250000",0.03917385052,0.00005055952
"336",-81.870948999999996,28.766338999999999,Palatlakaha River,"317340","112654896",2010/07/06,"2",,,0.06100000000,0.00000000000,,"466","46600","100000",0.01311241136,0.00000564115
"53",-81.896080999999995,28.763190999999999,Bugg Springs,"244591","112699774",2020/03/18,"2","00303686",Okahumpka Swamp,13.96592867000,0.00000000000,,"466","46600","1000000",0.38800077400,0.00129043852
"53",-81.896080999999995,28.763190999999999,Bugg Springs,"166267","112699788",2009/11/16,"2",,,0.40900000000,0.00000000000,,"466","46600","250000",0.03230368571,0.00003780515
"104",-81.770797000000002,28.811550000000000,Dead River,,,,,,,,,,,,,,
"297",-81.762079999999997,28.529750000000000,"Minnehaha, Lake","142841","167178896",2020/05/28,"2","00286961",Lake Minnehaha,9.36100127000,0.00000000000,"03080102024390","390","39000","5000000",0.13951271640,0.00086298620
"226",-81.717748999999998,28.822075000000002,"Junietta, Lake","104009","112624182",2010/07/06,"2",,,0.04800000000,0.00000000000,"03080102005002","390","39004","250000",0.00994843304,0.00000444332
"249",-82.058475000000001,29.576951999999999,Little Orange Lake,"147767",{5BCE6D3C-737E-4F03-81D2-BDDDEF2B4E7C},2020/05/28,"2","00285749",Little Orange Lake,2.19125928000,0.00000000000,"03080102037680","390","39000","2000000",0.08676394700,0.00020402476
"468",-82.302508000000003,29.529840000000000,"Wauberg, Lake","151458","112698806",2020/05/28,"2","00292948",Wauberg Lake,0.95857387000,0.00000000000,"03080102004148","390","39000","1000000",0.03829502023,0.00008921083
"69",-83.415125000000003,30.615750999999999,Cherry Lake,"549372","133703081",2020/04/24,"2",,,1.94023647000,0.00000000000,"03110203002370","390","39000","2000000",0.04975595467,0.00018252159
"218",-82.083439999999996,29.590990000000001,Johnson Lake,"287724","112636388",2009/11/04,"2",,,0.03300000000,0.00000000000,,"466","46600","50000",0.01698571713,0.00000311639
"218",-82.083439999999996,29.590990000000001,Johnson Lake,"161518","112698978",2020/05/28,"2","00284880",Johnson Lake,0.17773592000,0.00000000000,"03080102003926","390","39000","500000",0.01540197221,0.00001655128
"189",-82.065119999999993,29.564889999999998,Holdens Pond,"548671","112635630",2020/03/18,"2",,,0.01829662000,0.00000000000,,"466","46600","50000",0.00679396040,0.00000170336
"189",-82.065119999999993,29.564889999999998,Holdens Pond,"138573","167769035",2020/05/28,"2","00284137",Holdens Pond,0.20405442000,0.00000000000,"03080102028891","390","39000","500000",0.02356808684,0.00001899704
"189",-82.065119999999993,29.564889999999998,Holdens Pond,"191217",{A130CC8F-19C7-4082-B9E5-BFB03DBEB16A},2020/03/18,"2",,,0.52345473000,0.00000000000,,"466","46600","500000",0.08626843439,0.00004873743
"24",-81.323080000000004,28.571800000000000,"Baldwin, Lake","147631","107807541",2013/06/26,"2","00280865",Lake Corrine,0.79256709000,91.00000000000,"03080101010272","390","39009","1000000",0.03146067256,0.00007309380
"47",-82.482699999999994,27.428083000000001,Braden River,"453572","44993407",2020/04/23,"2","00292875",Ward Lake,0.91274608000,0.00000000000,"03100202004437","436","43600","5000000",0.09722614518,0.00008330946
"47",-82.482699999999994,27.428083000000001,Braden River,"200926",{D885F0A1-5742-4879-88CE-F2D4BA0EA5F2},2019/12/24,"2",,,0.01594120000,0.00000000000,,"466","46600","50000",0.00472413706,0.00000145495
"47",-82.482699999999994,27.428083000000001,Braden River,"281619","167163999",2019/12/24,"2",,,0.12389732000,0.00000000000,,"466","46600","100000",0.02238651536,0.00001130793
"273",-82.458033000000000,27.527183000000001,Manatee River,,,,,,,,,,,,,,
"435",-82.726401999999993,28.114131000000000,"Tarpon, Lake","180864","68792760",2019/04/22,"2","00292049",Lake Tarpon,10.29406153000,2.00000000000,"03100206001066","390","39009","5000000",0.26725246690,0.00094539280
"431",-82.293750000000003,30.118150000000000,Swift Creek,"372333","113627423",2011/05/17,"2","00291965",Swift Creek Pond,2.36400000000,130.00000000000,"03110206000618","390","39009","5000000",0.05813503292,0.00022125405
"363",-82.437389999999994,29.102450000000001,Rainbow River,,,,,,,,,,,,,,
"118",-81.622680000000003,29.004140000000000,"Dorr, Lake","219906","107775203",2013/06/03,"2","00305590",Lake Dorr,6.96883509000,43.00000000000,"03080101011587","390","39009","2000000",0.11826655016,0.00064528782
"420",-81.419117999999997,27.322749000000002,Stearns Creek,,,,,,,,,,,,,,
"621",-81.422886000000005,27.404810000000001,Jackson Creek,,,,,,,,,,,,,,
"147",-81.405243999999996,27.338640000000002,"Francis, Lake","427403","112050171",2009/09/10,"2","00282784",Lake Francis,2.20700000000,21.30000000000,"03090101038416","390","39009","2000000",0.05283971356,0.00020123880
"225",-81.384479999999996,27.314650000000000,"June-In-Winter, Lake","172101","112050499",2009/09/10,"2","00284976",Lake June in Winter,15.09100000000,22.30000000000,"03090101038458","390","39009","5000000",0.21195121585,0.00137580425
"407",-83.720754999999997,30.586296999999998,Snead's Smokehouse,"484843","127396510",2014/03/11,"2","00291300",Sneads Smokehouse Lake,0.79122886000,22.90000000000,"03110103004726","390","39009","2000000",0.09615141918,0.00007441233
"451",-82.286630000000002,28.854890000000001,"Tsala Apopka, Lake","298848","68037541",2009/09/09,"2","00294179",Tsala Apopka Lake,32.50800000000,38.00000000000,"03100208004030","390","39009","5000000",2.05782802417,0.00300717018
"68",-82.597324999999998,28.720618999999999,Chassahowitzka River,,,,,,,,,,,,,,
"94",-82.672669999999997,28.920690000000000,Crystal River,,,,,,,,,,,,,,
"124",-81.866156000000004,29.258300999999999,"Eaton, Lake","138545","112614608",2020/05/28,"2","00305619",Lake Eaton,1.26643616000,0.00000000000,"03080102004394","390","39000","5000000",0.06944146983,0.00011755534
"640",-81.511236999999994,30.225425999999999,Baymeadows FMA,"353036",{42858929-BAC5-4E0F-B6B8-2362984E4E82},2013/12/05,"2",,,0.07104610000,0.00000000000,"03080103036634","436","43600","250000",0.02079685423,0.00000665724
"190",-81.944687999999999,28.024201999999999,"Hollingsworth, Lake","19470","78643057",2012/08/24,"2","00284163",Lake Hollingsworth,1.43266906000,132.00000000000,"03100101004365","390","39009","2000000",0.04292161019,0.00013146110
"438",-81.812399999999997,28.144800000000000,"Tennessee, Lake","162561","68083711",2009/09/10,"2","00292124",Lake Tennessee,0.43800000000,130.00000000000,"03100208003606","390","39009","1000000",0.02460638171,0.00004023160
"366",-81.485960000000006,27.745740000000001,"Reedy, Lake","429776","112044405",2003/11/20,"2","00307559",Reedy Lake,14.19200000000,23.80000000000,"03090101035668","390","39009","5000000",0.16064532162,0.00129891302
"341",-81.740769999999998,28.067119999999999,"Pansy, Lake","105053","78686199",2012/08/24,"2","00288455",Lake Pansy,0.20158436000,129.00000000000,"03100101004290","390","39009","5000000",0.01556239878,0.00001850474
"372",-81.397030000000001,27.933499999999999,"Rosalie, Lake","430102","112042409",2013/10/19,"2","00289953",Lake Rosalie,18.35861135000,16.20000000000,"03090101034611","390","39009","5000000",0.17735553725,0.00168319623
"376",-81.707899999999995,28.001999999999999,"Roy, Lake","217295","78690639",2012/11/02,"2","00290023",Lake Roy,0.28758693000,0.00000000000,"03100101004354","390","39004","500000",0.02294988571,0.00002638363
"268",-81.721199999999996,27.996099999999998,"Lulu, Lake","293153","78690651",2013/02/20,"2","00286210",Lake Lulu,1.13125762000,131.00000000000,"03100101005122","390","39009","5000000",0.04830709229,0.00010377764
"281",-81.721356000000000,28.028984000000001,"Martha, Lake","279830","78686317",2012/08/24,"2","00286466",Lake Martha,0.34855119000,142.00000000000,"03100101004331","390","39009","1000000",0.02026373019,0.00003198436
"380",-81.884500000000003,28.053400000000000,Saddle Creek FMA,"100161","78642867",2012/08/24,"2",,,0.92567494000,0.00000000000,"03100101022931","390","39004","5000000",0.37723620963,0.00008496384
"13",-81.605862999999999,27.992072000000000,"Annie, Lake","33636","78690661",2012/11/02,"2","00277897",Lake Annie,1.64847987000,119.00000000000,"03100101004344","390","39009","2000000",0.05744406181,0.00015122020
"426",-81.695300000000003,27.999199999999998,"Summit, Lake","222060","78690647",2013/02/20,"2","00291809",Lake Summit,0.26441983000,131.00000000000,"03100101005121","390","39009","500000",0.02313272945,0.00002425752
"400",-81.743099999999998,28.003000000000000,"Shipp, Lake","111054","78690635",2012/11/02,"2","00291058",Lake Shipp,1.08997877000,131.00000000000,"03100101004360","390","39009","5000000",0.04097918479,0.00009999698
"194",-81.744900000000001,28.023900000000001,"Howard, Lake","60702","78690629",2012/08/24,"2","00284352",Lake Howard,2.51577798000,0.00000000000,"03100101004338","390","39004","2000000",0.06144729752,0.00023084700
"445",-81.362350000000006,27.895140000000001,"Tiger, Lake","430268","112042775",2013/10/19,"2","00295814",Tiger Lake,8.44266077000,15.20000000000,"03090101034773","390","39009","5000000",0.12788295493,0.00077378365
"286",-81.736869999999996,28.015370000000001,"May, Lake","198007","78686365",2012/11/02,"2","00286540",Lake May,0.18261654000,131.00000000000,"03100101004342","390","39009","5000000",0.03786153933,0.00001675521
"52",-81.662700000000001,27.801449999999999,"Buffum, Lake","265119","78690739",2012/11/02,"2","00279626",Lake Buffum,5.13268325000,132.00000000000,"03100101004627","390","39009","5000000",0.15388623220,0.00047000689
"141",-81.689800000000005,28.059300000000000,"Fannie, Lake","221440","78686241",2012/08/24,"2","00282375",Lake Fannie,2.87997209000,125.00000000000,"03100101004309","390","39009","5000000",0.08772502226,0.00026434933
"631",-81.592500000000001,27.893889000000001,Twin Lakes,"75487","78641821",2012/11/02,"2",,,0.05504555000,0.00000000000,,"466","46600","100000",0.01999205512,0.00000504495
"631",-81.592500000000001,27.893889000000001,Twin Lakes,"148445","78642003",2012/11/02,"2","00292609",Twin Lakes,0.06873198000,0.00000000000,"03100101004459","390","39004","250000",0.01111574673,0.00000629939
"439",-81.914699999999996,28.098199999999999,Tenoroc Pits,"250700","78642529",2012/08/24,"2",,,0.83861312000,0.00000000000,"03100101022888","390","39004","1000000",0.18170824621,0.00007699954
"172",-81.652600000000007,28.049299999999999,"Hamilton, Lake","244941","78686183",2014/10/27,"2","00283642",Lake Hamilton,8.66813769000,120.00000000000,"03100101004315","390","39009","5000000",0.16034934554,0.00079558122
"19",-81.412809999999993,27.711980000000001,"Arbuckle, Lake","429678","112045497",2014/04/24,"2","00277931",Lake Arbuckle,15.41298817000,16.20000000000,"03090101035855","390","39009","5000000",0.20105402004,0.00141006202
"280",-81.528469999999999,28.061530000000001,"Marion, Lake","46586","112041231",2013/08/19,"2","00286432",Lake Marion,12.22618600000,20.40000000000,"03090101033942","390","39009","5000000",0.19893445313,0.00112243571
"368",-81.721800000000002,28.073000000000000,"Rochelle, Lake","202577","78686169",2012/08/24,"2","00289806",Lake Rochelle,2.08856849000,128.00000000000,"03100101004282","390","39009","5000000",0.08293481492,0.00019173188
"125",-81.734499999999997,28.082899999999999,"Echo, Lake","245823","78686159",2012/08/24,"2","00282073",Lake Echo,0.27167878000,130.00000000000,"03100101004280","390","39009","500000",0.01809134861,0.00002494249
"253",-81.519166999999996,27.685278000000000,"Livingston, Lake","427902","112045629",2011/04/15,"2","00285891",Lake Livingston,4.60800000000,26.50000000000,"03090101036240","390","39009","2000000",0.09045146400,0.00042151222
"174",-81.838099999999997,27.968800000000002,"Hancock, Lake","41901","78690645",2012/11/02,"2","00283683",Lake Hancock,18.54918596000,97.00000000000,"03100101004378","390","39009","5000000",0.18989094083,0.00170124991
"342",-81.928150000000002,28.052009999999999,"Parker, Lake","254670","78690613",2013/02/20,"2","00288524",Lake Parker,8.53325298000,130.00000000000,"03100101004304","390","39009","5000000",0.20803708662,0.00078331463
"203",-81.756500000000003,28.050400000000000,"Idylwild, Lake","332869",{8CA53379-C722-4F82-BBE7-2015FC918800},2013/02/20,"2","00284467",Lake Idylwild,0.37586487000,0.00000000000,"03100101029721","390","39004","1000000",0.02235999799,0.00003449760
"25",-81.903599999999997,27.978800000000000,Banana Lake,"89805","78658003",2012/08/24,"2","00278076",Banana Lake,1.05204812000,0.00000000000,"03100101004407","390","39004","2000000",0.09964790793,0.00009649615
"152",-81.730833000000004,27.903333000000000,"Garfield, Lake","231074","78690681",2012/11/02,"2","00282940",Lake Garfield,2.55126114000,100.00000000000,"03100101026485","390","39009","5000000",0.10656603092,0.00023384645
"160",-81.961900000000000,28.109800000000000,"Gibson, Lake","235603","78642503",2013/02/20,"2","00283058",Lake Gibson,1.98320582000,142.00000000000,"03100101005118","390","39009","2000000",0.06977311242,0.00018211956
"284",-81.773570000000007,28.137360000000001,"Mattie, Lake","520750","68087831",2013/06/03,"2","00286526",Lake Mattie,4.28007172000,130.00000000000,"03100208003634","390","39009","2000000",0.10241455643,0.00039314566
"80",-81.721230000000006,28.060230000000001,"Conine, Lake","148469","78686223",2013/02/20,"2","00280711",Lake Conine,0.85506598000,128.00000000000,"03100101004300","390","39009","5000000",0.04219842534,0.00007848612
"447",-81.633888999999996,28.110555999999999,"Tracy, Lake","284292","78686025",2012/08/24,"2","00292392",Lake Tracy,0.40402307000,124.00000000000,"03100101004251","390","39009","1000000",0.03608804284,0.00003710241
"627",-81.966110999999998,27.921666999999999,Carter Road,"459789",{74D37C8A-5900-47E6-B96A-2E61C0B1C899},2015/04/06,"2",,,0.25547558000,0.00000000000,,"466","46600","100000",0.09311322899,0.00002342079
"432",-81.725600000000000,28.102699999999999,Swoope Lake,"89821","78686067",2012/08/24,"2","00291973",Lake Swoope,0.33658792000,131.00000000000,"03100101004259","390","39009","1000000",0.02769791112,0.00003090708
"106",-81.765799999999999,28.024580000000000,Deer Lake,"255355","78592049",2012/08/24,"2","00281459",Lake Deer,0.48710225000,0.00000000000,"03100101004337","390","39004","1000000",0.02522128327,0.00004469705
"168",-81.708200000000005,28.091899999999999,"Haines, Lake","245822","78686099",2012/08/24,"2","00283592",Lake Haines,2.71809596000,128.00000000000,"03100101004261","390","39009","5000000",0.08661435119,0.00024956644
"154",-81.686396000000002,27.841477000000001,"Gator, Lake","125607","78582149",2012/11/02,"2","00282986",Gator Lake,0.44952252000,130.00000000000,"03100101004579","390","39009","1000000",0.02675208586,0.00004117989
"180",-81.419210000000007,28.025310000000001,"Hatchineha, Lake","245560","112041581",2013/10/19,"2","00294032",Lake Hatchineha,23.76502742000,15.80000000000,"03090101034155","390","39009","5000000",0.38837145992,0.00218069591
"302",-81.739109999999997,28.039960000000001,"Mirror, Lake","222058","78686287",2012/08/24,"2","00286985",Lake Mirror,0.51351244000,131.00000000000,"03100101004325","390","39009","1000000",0.02528652794,0.00004712564
"404",-81.728333000000006,28.031943999999999,"Silver, Lake","231066","78686311",2012/08/24,"2","00291141",Lake Silver,0.21440602000,145.00000000000,"03100101004329","390","39009","500000",0.01585441243,0.00001967527
"279",-81.764899999999997,28.076599999999999,"Mariana, Lake","33557","78591457",2012/08/24,"2","00286421",Lake Sanitary,2.08259654000,0.00000000000,"03100101004281","390","39004","2000000",0.07952212003,0.00019118821
"412",-81.735820000000004,28.038750000000000,"Spring, Lake","235621","78686293",2012/08/24,"2","00291545",Spring Lake,0.09931823000,131.00000000000,"03100101004324","390","39009","1000000",0.01084583635,0.00000911459
"315",-81.670180000000002,27.997990000000001,"Ned, Lake","105056","78690655",2012/11/02,"2","00287566",Ned Lake,0.29354719000,131.00000000000,"03100101004356","390","39009","500000",0.02431993246,0.00002692898
"390",-81.774000000000001,28.007700000000000,"Sears, Lake","182315","78591697",2012/11/02,"2","00290799",Sears Lake,0.30825496000,0.00000000000,"03100101004359","390","39004","500000",0.01899357092,0.00002828112
"197",-81.964439999999996,28.036200000000001,"Hunter, Lake","470765","41960329",2009/09/10,"2","00284407",Lake Hunter,0.37000000000,160.00000000000,"03100205001373","390","39009","1000000",0.02304703311,0.00003392276
"405",-81.716489999999993,28.062030000000000,Smart Lake,"139318","78686221",2012/08/24,"2","00291238",Lake Smart,1.06773130000,128.00000000000,"03100101004297","390","39009","5000000",0.04371215085,0.00009800538
"441",-81.779830000000004,28.010929999999998,"Thomas, Lake","284237","78592069",2012/08/24,"2","00292207",Thomas Lake,0.24070438000,0.00000000000,"03100101004355","390","39004","500000",0.01690379068,0.00002208432
"629",-81.705832999999998,28.017778000000000,Link Lake,"245820","78686689",2012/08/24,"2","00285565",Lake Link,0.11052317000,128.00000000000,"03100101004335","390","39009","1000000",0.01152934172,0.00001014099
"630",-81.711111000000002,28.016389000000000,Otis Lake,"191938","78686415",2012/11/02,"2","00288273",Lake Otis,0.56356482000,128.00000000000,"03100101004336","390","39009","2000000",0.04346219537,0.00005170834
"427",-81.695040000000006,27.835149999999999,"Surveyors, Lake","177325","78583051",2012/11/02,"2","00291898",Surveyors Lake,1.13035219000,131.00000000000,"03100101004596","390","39009","1000000",0.05515150247,0.00010354338
"475",-81.399230000000003,27.816859999999998,"Weohyakapka, Lake","430377","120024290",2013/10/19,"2","00294192",Lake Weohyakapka,30.54971344000,18.90000000000,"03090101035123","390","39009","5000000",0.20598311731,0.00279808119
"628",-81.778333000000003,27.989722000000000,Grassy Lake,"14558","78597813",2012/08/24,"2","00283322",Grassy Lake,0.21978495000,134.00000000000,"03100101004381","390","39009","500000",0.02101970341,0.00002016113
"130",-81.709900000000005,28.026599999999998,"Elbert, Lake","191937","78686329",2012/08/24,"2","00282136",Lake Elbert,0.68485121000,135.00000000000,"03100101004334","390","39009","1000000",0.03671021130,0.00006284295
"238",-81.813000000000002,28.068059999999999,"Lena, Lake","162166","78591485",2012/08/24,"2","00285460",Lake Lena,0.83501908000,0.00000000000,"03100101004311","390","39004","2000000",0.03178695671,0.00007665031
"214",-81.763999999999996,28.058399999999999,"Jessie, Lake","162167","78591531",2013/02/20,"2","00284779",Lake Jessie,0.72947681000,0.00000000000,"03100101004317","390","39004","1000000",0.03107493371,0.00006695717
"51",-81.706100000000006,28.040299999999998,Buckeye Lake,"187286","78686265",2012/08/24,"2","00279594",Lake Buckeye,0.28334610000,128.00000000000,"03100101004316","390","39009","500000",0.02216426199,0.00002600365
"179",-81.743300000000005,28.055800000000001,"Hartridge, Lake","198013","78690617",2013/02/20,"2","00283788",Lake Hartridge,1.77029234000,0.00000000000,"03100101005119","390","39004","2000000",0.05799120867,0.00016248812
"193",-82.615779000000003,28.787307999999999,Homosassa River,,,,,,,,,,,,,,
"327",-80.814899999999994,26.953047999999999,"Okeechobee, Lake","446044","120024129",2013/02/19,"2","00307550",Lake Okeechobee,1296.12021059000,4.60000000000,"03090201000436","390","39009","5000000",2.39478614485,0.11780043902
"357",-81.907899000000000,30.306187999999999,Pope Duval East FMA,"159976","134187659",2015/12/23,"2",,,0.03612320000,0.00000000000,"03070204000871","436","43615","250000",0.01300968914,0.00000338763
"358",-81.923173000000006,30.304777000000001,Pope Duval West FMA,"277740","134187671",2015/12/23,"2",,,0.02546578000,0.00000000000,"03070204006753","436","43615","100000",0.00758277224,0.00000238815
"220",-81.433149999999998,27.388190000000002,Josephine Creek,"425420","112049879",2014/09/09,"2","00284942",Lake Josephine,5.15577169000,21.60000000000,"03090101038240","390","39009","2000000",0.14544789700,0.00047043908
"8",-82.632367000000002,30.175000000000001,Alligator Lake,"137649","113627403",2008/06/27,"2","00305208",Alligator Lake,0.69300000000,0.00000000000,"03110206000619","390","39004","1000000",0.09484557220,0.00006491002
"375",-82.159000000000006,29.922499999999999,Rowell Lake,"545563","113641533",2019/04/16,"2","00290019",Lake Rowell,1.42582830000,132.00000000000,"03110206000706","390","39009","2000000",0.05913280358,0.00013320339
"305",-82.644000000000005,30.185549999999999,Montgomery Lake FMA,"88309","113624181",2008/06/27,"2","00294414",Lake Hamburg,0.17200000000,128.00000000000,"03110206000613","390","39009","500000",0.02016532923,0.00001610834
"92",-82.153700000000001,29.950082999999999,Crosby Lake,"545777","113641251",2019/04/16,"2","00281084",Lake Crosby,2.16304047000,133.00000000000,"03110206000669","390","39009","2000000",0.06782719045,0.00020211965
"56",-82.338599000000002,30.034548000000001,"Butler, Lake","151625","113627477",2014/11/04,"2","00279740",Butler Lake,1.76416830000,132.00000000000,"03110206010856","390","39009","2000000",0.04821945474,0.00016499640
"135",-81.704599999999999,27.984200000000001,"Eloise, Lake","156866","78690665",2012/11/02,"2","00282184",Lake Eloise,4.68009852000,131.00000000000,"03100101004357","390","39009","5000000",0.10493703091,0.00042928653
"484",-81.681899999999999,27.974599999999999,"Winterset, Lake","89781","78622001",2012/11/02,"2","00293430",Lake Winterset,2.20168090000,131.00000000000,"03100101004383","390","39009","2000000",0.06664910651,0.00020193302
"216",-81.939959999999999,27.998419999999999,"John Wood, Lake","125704","78690641",2013/02/20,"2","00284847",Lake John,0.39898093000,0.00000000000,"03100101025086","390","39004","1000000",0.08733329108,0.00003660293
"46",-81.925299999999993,28.037800000000001,"Bonny, Lake","171535","78690621",2012/08/24,"2","00279245",Lake Bonny,0.89651280000,0.00000000000,"03100101004351","390","39004","1000000",0.09222038881,0.00008227351
"233",-81.265609999999995,27.914449999999999,"Kissimmee, Lake","428172","120024288",2014/04/24,"2","00295796",Lake Kissimmee,127.00387936000,14.90000000000,"03090101034343","390","39009","5000000",1.17971426516,0.01164186642
"429",-82.930400000000006,30.302828999999999,Suwannee Lake FMA,"512287","99329629",2015/09/01,"2",,,0.21990073000,0.00000000000,"03110205000656","390","39004","5000000",0.02283549917,0.00002062148
"483",-81.767560000000003,28.545890000000000,"Winona, Lake","147844","112683812",2020/05/28,"2","00293414",Lake Winona,0.29376717000,0.00000000000,"03080102005525","390","39000","500000",0.03782664995,0.00002708591
"486",-83.181023999999994,30.410717000000002,Withlacoochee River,,,,,,,,,,,,,,
"313",-83.447410000000005,30.481410000000000,Mystic Lake,,,,,,,,,,,,,,
"298",-81.358417000000003,28.630883000000001,"Minnehaha, Lake","153256","107718387",2015/05/06,"2","00286960",Lake Minnehaha,0.39656763000,66.00000000000,"03080101010103","390","39009","1000000",0.02584301684,0.00003659334
"613",-84.632420999999994,30.630278000000001,Laurie Lake,"391653",{3641904A-C344-4A00-9B91-729524E9C23B},2015/08/06,"2",,,0.02675488000,0.00000000000,"03120003008214","436","43600","100000",0.00912008902,0.00000251728
"633",-81.416810999999996,28.134166000000000,"Russell, Lake","428763","112040099",2009/09/10,"2","00290080",Lake Russell,3.01900000000,16.80000000000,"03090101033525","390","39009","5000000",0.07055417915,0.00027727546
"636",-80.821389999999994,27.276689999999999,Upper Taylor Creek,,,,,,,,,,,,,,
"232",-81.197582999999995,27.801624000000000,Kissimmee River,,,,,,,,,,,,,,
"96",-81.323660000000004,28.079400000000000,Cypress Lake,"428477","112040787",2013/08/19,"2","00281219",Cypress Lake,12.91782787000,15.80000000000,"03090101033771","390","39009","5000000",0.15353283579,0.00118590702
"211",-81.164420000000007,27.909530000000000,"Jackson, Lake","425142","112042187",2014/04/24,"2","00284691",Lake Jackson,4.04150784000,15.50000000000,"03090101034629","390","39009","5000000",0.09861401522,0.00037046124
"476",-81.399249999999995,28.269330000000000,"Tohopekaliga, Lake","13616","112039563",2014/11/03,"2","00292327",Lake Tohopekaliga,75.38271464000,16.20000000000,"03090101031397","390","39009","5000000",0.78646704647,0.00692855170
"637",-80.291606999999999,26.854168999999999,C-XVIII watershed,"366431",{FCE3FEF7-67F6-4182-9AF4-4FB408949D21},2014/04/17,"2",,,11.36700476000,0.00000000000,,"466","46600","1000000",1.12621486737,0.00103249243
"240",-82.364940000000004,28.629280000000001,"Lindsey, Lake","515628","68039931",2009/07/02,"2","00285564",Lake Lindsey,0.46700000000,0.00000000000,"03100208003112","390","39004","1000000",0.03065778070,0.00004307872
"229",-86.644009999999994,30.895659999999999,Karick Lake FMA,"526524","40981775",2018/06/11,"2","00305895",Karick Lake,0.25925486000,0.00000000000,"03140103002232","390","39004","500000",0.04632660364,0.00002445848
"322",-82.449016999999998,30.237632999999999,Ocean Pond,"464255","134188113",2005/04/17,"2","00306142",Ocean Pond,7.29900000000,46.90000000000,"03070204000891","390","39009","2000000",0.09947144992,0.00068395382
"123",-81.284080000000003,28.306130000000000,East Lake Tohopekaliga,"429039","112035523",2013/08/19,"2","02082902",East Lake Tohopekaliga,47.51796254000,0.00000000000,"03090101030159","390","39004","5000000",0.38782287275,0.00437112365
"64",-81.190939999999998,28.279290000000000,"Center, Lake","430190","112034921",2013/08/19,"2","00280245",Lake Center,1.65347684000,19.20000000000,"03090101031042","390","39009","2000000",0.06290893061,0.00015207563
"157",-81.246769999999998,28.140560000000001,"Gentry, Lake","425718","112039679",2013/08/19,"2","00283023",Lake Gentry,7.28166119000,18.90000000000,"03090101033134","390","39009","5000000",0.12416122235,0.00066887575
"378",-81.255200000000002,28.258710000000001,"Runnymede, Lake","425814","112035913",2009/09/10,"2","00290057",Lake Runnymede,1.34100000000,0.00000000000,"03090101031536","390","39004","2000000",0.06281284556,0.00012329838
"153",-81.368437999999998,28.491032000000001,"Gatlin, Lake","426742",{DC7D0B5A-4813-48FC-8DD3-2FBDA9A2E0AE},2013/07/10,"2","00282967",Lake Gatlin,0.27698863000,26.20000000000,"03090101044870","390","39009","500000",0.04539053221,0.00002552561
"91",-84.669308999999998,29.874202000000000,Crooked River,,,,,,,,,,,,,,
"620",-85.077088000000003,29.743472000000001,Huckleberry Creek,"73249","130056699",2018/10/03,"2",,,0.10650346000,0.00000000000,,"466","46600","100000",0.03735922300,0.00000993249
