CoordSource,AreaOfInterest,AreaOfInterestID,County,GNISID_LW,SA_LW_hec,latitude,longitude,OBJECTID,PermanentID,FDate,Resolution,GNISID,GNISName,Area_SqKm,Elevation,ReachCode,FType,FCode,Visibility,ShapeLength,ShapeArea,JoinNotes,ShapeSource
Lakewatch,Conine,0,Polk,280711,96,28.06046667,-81.7251,148469,78686223,2/20/13,2,280711,Lake Conine,0.85506598,128,3.10E+12,390,39009,5000000,0.042198425,7.85E-05,,NHD
FWC,"Conine, Lake",80,,,,28.06023,-81.72123,148469,78686223,2/20/13,2,280711,Lake Conine,0.85506598,128,3.10E+12,390,39009,5000000,0.042198425,7.85E-05,,NHD
Lakewatch,Conley,0,Pasco,280712,22,28.18636667,-82.75196667,506337,58710113,2/1/19,2,280712,Lake Conley,0.42260653,4,3.10E+12,390,39009,1000000,0.107191247,3.88E-05,,NHD
Lakewatch,Constance,0,Pinellas,NA,NA,27.81993333,-82.62686667,217545,68788022,4/22/19,2,,,0.00452454,0,3.10E+12,436,43600,50000,0.00384157,4.14E-07,,NHD
Lakewatch,Conway North,0,Orange,280728,274,28.47223333,-81.34973333,239823,112028653,9/10/09,2,280728,Lake Conway,4.369,26.2,3.09E+12,390,39009,2000000,0.161460543,0.000402532,,NHD
Lakewatch,Conway South,0,Orange,280728,352,28.4587,-81.3467,239823,112028653,9/10/09,2,280728,Lake Conway,4.369,26.2,3.09E+12,390,39009,2000000,0.161460543,0.000402532,,NHD
FWC,"Conway, Lake",81,,,,28.475583,-81.341517,239823,112028653,9/10/09,2,280728,Lake Conway,4.369,26.2,3.09E+12,390,39009,2000000,0.161460543,0.000402532,,NHD
Lakewatch,Cook,0,Lake,280735,8,28.83433333,-81.78086667,46004,112654752,7/6/10,2,280735,Cook Lake,0.098,0,3.08E+12,390,39005,500000,0.016649662,9.05E-06,,NHD
FWC,"Cook, Lake",82,,,,28.59104,-81.80779,32522,167178897,11/16/09,2,280734,Cook Lake,0.095,0,3.08E+12,390,39004,5000000,0.012134103,8.74E-06,,NHD
Lakewatch,Cooley,0,Lake,305503,36.7,28.94813333,-81.67313333,217104,112691434,9/10/09,2,305503,Lake Cooley,0.35,0,3.08E+12,390,39004,1000000,0.026067037,3.24E-05,,NHD
Lakewatch,Coolview Pond,0,Leon,NA,NA,30.52403333,-84.35503333,315635,129952066,4/9/16,2,,,0.0074512,0,3.12E+12,436,43600,100000,0.003145022,7.00E-07,,NHD
Lakewatch,Coon,0,Osceola,280767,51,28.266375,-81.18255,427025,112035421,11/20/03,2,280767,Coon Lake,0.611,19.2,3.09E+12,390,39009,5000000,0.030075466,5.62E-05,,NHD
FWC,Coon Lake,83,,,,28.26657,-81.18224,427025,112035421,11/20/03,2,280767,Coon Lake,0.611,19.2,3.09E+12,390,39009,5000000,0.030075466,5.62E-05,,NHD
Lakewatch,Cooper,0,Hillsborough,280779,33,28.14576667,-82.47136667,500371,68758230,6/18/19,2,280779,Cooper Lake,0.320586,59,3.10E+12,390,39009,1000000,0.028999987,2.94E-05,,NHD
Lakewatch,Cooter Pond,0,Citrus,280786,NA,28.8352,-82.3265,514836,68030159,9/9/09,2,280786,Cooter Lake,0.092,0,3.10E+12,390,39004,500000,0.013117795,8.49E-06,,NHD
Lakewatch,Copeland,0,Orange,280792,7,28.52753333,-81.37453333,430389,112027857,9/10/09,2,280792,Lake Copeland,0.061,23.5,3.09E+12,390,39009,250000,0.009312681,5.59E-06,,NHD
FWC,Corbett WMA ponds,632,,,,26.868159,-80.387967,,,,,,,,,,,,,,,,NHD
FWC,Corkscrew Marsh,1213,,,,26.474916,-81.517402,,,,,,,,,,,,,,,,NHD
Lakewatch,Cormorant,0,Sarasota,NA,NA,27.26466667,-82.49133333,93515,61244661,8/7/08,2,,,0.01,0,3.10E+12,436,43617,100000,0.005230943,8.89E-07,,NHD
Lakewatch,Cory,0,Hillsborough,NA,NA,28.13486667,-82.30303333,468460,41991501,6/26/13,2,,,0.52101871,0,3.10E+12,436,43600,1000000,0.163361808,4.79E-05,,NHD
Lakewatch,Country Lakes Pond,0,Hillsborough,NA,NA,28.09035,-82.4666,469798,41986213,1/3/13,2,,,0.01443383,0,3.10E+12,436,43600,250000,0.005350923,1.33E-06,,NHD
Lakewatch,Country Woods,0,Pinellas,NA,NA,28.05513333,-82.7707,372570,58671287,7/11/14,2,,,0.01285256,0,3.10E+12,436,43600,100000,0.005123658,1.18E-06,,NHD
Lakewatch,Cove,0,Hillsborough,NA,NA,28.01156667,-82.60333333,85038,68748190,6/18/19,2,,,0.04541634,0,3.10E+12,436,43600,250000,0.009637334,4.17E-06,,NHD
Lakewatch,Cowpen,0,Putnam,305516,256,29.60035,-82.001175,273595,120024324,11/4/09,2,305516,Cowpen Lake,1.496,0,3.08E+12,390,39004,2000000,0.118370903,0.000139346,,NHD
FWC_2,Cowpen Lake,85,Putnam,,,29.5996,-82.00705,,,,,,,,,,,,,,,,NHD
Lakewatch,CR Big,0,Lake,NA,NA,28.50686667,-81.74686667,124433,112616772,5/28/20,2,,,0.00537831,0,3.08E+12,390,39000,100000,0.002538162,4.96E-07,,NHD
Lakewatch,CR Small,0,Lake,NA,NA,28.50825,-81.7493,55184,112617000,5/5/10,2,,,0.001,0,3.08E+12,390,39004,50000,0.001202387,1.07E-07,center lake,NHD
Lakewatch,CR Small,0,Lake,NA,NA,28.50825,-81.7493,156741,{C7E264BF-5FB3-498A-8448-4719333B14CA},5/5/10,2,,,0.006,0,,466,46600,24000,0.004108099,5.34E-07,outer boundary,NHD
Lakewatch,Crago,0,Polk,280984,NA,28.0945,-81.94786667,115866,78642541,8/24/12,2,280984,Lake Crago,0.20437662,0,3.10E+12,390,39004,500000,0.025732221,1.88E-05,,NHD
FWC_2,Cranes Creek,86,Brevard,,,28.07694775,-80.60236413,,,,,,,,,,,,,,,,NHD
Lakewatch,Cranes Roost,0,Seminole,281005,14,28.66713333,-81.38433333,162366,107743071,5/6/15,2,281005,Cranes Roost,0.1407063,0,3.08E+12,436,43600,500000,0.019955437,1.30E-05,,NHD
Lakewatch,Crenshaw,0,Hillsborough,281028,11,28.12593333,-82.496,78795,68792778,6/18/19,2,281028,Lake Crenshaw,0.12987828,53,3.10E+12,390,39009,500000,0.013779737,1.19E-05,,NHD
Lakewatch,Crescent,0,Escambia,281037,34,30.4669,-87.2733,530298,41226257,11/19/14,2,281037,Crescent Lake,0.33824224,36,3.14E+12,390,39009,1000000,0.053529654,3.18E-05,,NHD
Lakewatch,Crescent,0,Hillsborough,281034,19,28.15745,-82.591625,500546,68758392,6/18/19,2,281034,Crescent Lake,0.20785143,42,3.10E+12,390,39009,500000,0.024625223,1.91E-05,,NHD
Lakewatch,Crescent,0,Lake,281038,8,28.5053,-81.773,143149,167181006,5/5/10,2,281038,Crescent Lake,0.613,0,3.08E+12,390,39004,1000000,0.047854789,5.65E-05,,NHD
Lakewatch,Crescent,0,Orange,281040,70,28.509,-81.56143333,426031,112028341,9/10/09,2,281040,Lake Crescent,0.757,30.8,3.09E+12,390,39009,1000000,0.043884582,6.97E-05,,NHD
Lakewatch,Crescent,0,Pinellas,281033,7.9,27.78793333,-82.6416,372357,68787852,7/11/14,2,281033,Crescent Lake,0.08838119,21,3.10E+12,390,39009,500000,0.012489271,8.09E-06,,NHD
Lakewatch,Crescent,0,Polk,304717,NA,27.94433333,-81.95513333,459670,51897143,8/29/12,2,304717,Crescent Lake,0.09001324,172,3.10E+12,390,39009,500000,0.016101009,8.25E-06,,NHD
Lakewatch,Crescent,0,Putnam,281036,6514,29.3962,-81.46286667,89028,125973908,9/19/14,2,281036,Crescent Lake,69.40200451,0.5,3.08E+12,390,39009,5000000,0.567681086,0.006454697,,NHD
Lakewatch,Crescent,0,Seminole,NA,NA,28.65113333,-81.1298,202212,107815329,5/6/15,2,,,0.02043373,0,3.08E+12,390,39004,250000,0.005674485,1.89E-06,,NHD
Lakewatch,Crescent 2,0,Lake,305523,30,28.9369,-81.678,283350,112690912,1/28/10,2,305523,Crescent Lake,0.301,0,3.08E+12,390,39004,500000,0.028469116,2.79E-05,,NHD
FWC_2,Crescent Lake,88,Putnam,,,29.50515,-81.521817,89028,125973908,9/19/14,2,281036,Crescent Lake,69.40200451,0.5,3.08E+12,390,39009,5000000,0.567681086,0.006454697,,NHD
FWC,Crescent Lake,87,,,,28.50601,-81.77358,143149,167181006,5/5/10,2,281038,Crescent Lake,0.613,0,3.08E+12,390,39004,1000000,0.047854789,5.65E-05,,NHD
Lakewatch,Crescent North,0,Putnam,281036,6514,29.46685,-81.50765,89028,125973908,9/19/14,2,281036,Crescent Lake,69.40200451,0.5,3.08E+12,390,39009,5000000,0.567681086,0.006454697,,NHD
Lakewatch,Crescent South,0,Putnam,281036,6514,29.3962,-81.46286667,89028,125973908,9/19/14,2,281036,Crescent Lake,69.40200451,0.5,3.08E+12,390,39009,5000000,0.567681086,0.006454697,,NHD
Lakewatch,Crest,0,Pinellas,297358,NA,27.96303333,-82.7722,507588,68749718,2/1/19,2,297358,Crest Lake,0.05160929,0,3.10E+12,390,39004,250000,0.008532412,4.73E-06,,NHD
Lakewatch,Crews,0,Highlands,281052,25,27.29643333,-81.4365,429709,104239464,6/9/10,2,281052,Lake Crews,0.239,36.3,3.09E+12,390,39009,500000,0.016889263,2.18E-05,,NHD
Lakewatch,Crews,0,Pasco,281051,280,28.38316667,-82.51676667,508117,58710025,2/1/19,2,281051,Crews Lake,1.02689493,56,3.10E+12,390,39009,1000000,0.075040616,9.45E-05,,NHD
FWC_2,Crews Lake,89,Pasco,,,28.37395,-82.53025,508117,58710025,2/1/19,2,281051,Crews Lake,1.02689493,56,3.10E+12,390,39009,1000000,0.075040616,9.45E-05,,NHD
Lakewatch,Croaker,0,Hernando,NA,NA,28.47123333,-82.65563333,,,,,,,,,,,,,,,,NHD
Lakewatch,Croft,0,Citrus,294179,2,28.890975,-82.34735,298848,68037541,9/9/09,2,294179,Tsala Apopka Lake,32.508,38,3.10E+12,390,39009,5000000,2.057828024,0.00300717,"part of Tsala Apopka Lake, no separate polygons available",NHD
Lakewatch,Crooked,0,Lake,305525,13,29.1525,-81.60265,186185,107776117,7/19/11,2,305525,Crooked Lake,0.101,46,3.08E+12,390,39009,500000,0.021119322,9.37E-06,,NHD
Lakewatch,Crooked,0,Polk,293976,2241,27.81702,-81.56892,429790,112043901,4/24/14,2,293976,Crooked Lake,16.88579234,36,3.09E+12,390,39009,5000000,0.33187745,0.001546513,,NHD
Lakewatch,Crooked Bok,0,Polk,293976,NA,27.81926667,-81.58093333,429790,112043901,4/24/14,2,293976,Crooked Lake,16.88579234,36,3.09E+12,390,39009,5000000,0.33187745,0.001546513,,NHD
FWC,Crooked Lake,90,,,,27.8229,-81.56543,429790,112043901,4/24/14,2,293976,Crooked Lake,16.88579234,36,3.09E+12,390,39009,5000000,0.33187745,0.001546513,,NHD
FWC,Crooked River,91,,,,29.874202,-84.669309,,,,,,,,,,,,,,,,NHD
Lakewatch,Crooked-Babson Park,0,Polk,293976,NA,27.8224,-81.5461,429790,112043901,4/24/14,2,293976,Crooked Lake,16.88579234,36,3.09E+12,390,39009,5000000,0.33187745,0.001546513,,NHD
Lakewatch,Crooked-Seminole Rd. drain,0,Polk,293976,NA,27.8333,-81.5434,429790,112043901,4/24/14,2,293976,Crooked Lake,16.88579234,36,3.09E+12,390,39009,5000000,0.33187745,0.001546513,,NHD
Lakewatch,Crosby,0,Bradford,281084,217,29.94096667,-82.157,545777,113641251,4/16/19,2,281084,Lake Crosby,2.16304047,133,3.11E+12,390,39009,2000000,0.06782719,0.00020212,,NHD
FWC,Crosby Lake,92,,,,29.950083,-82.1537,545777,113641251,4/16/19,2,281084,Lake Crosby,2.16304047,133,3.11E+12,390,39009,2000000,0.06782719,0.00020212,,NHD
FWC,Cross Florida Barge Canal,93,,,,29.54245,-81.73537,,,,,,,,,,,,,,,,NHD
Lakewatch,Crossbow,0,Broward,NA,NA,26.03073333,-80.34983333,417655,{8A9C57A3-EC68-4430-BDB7-82B93FB31064},12/17/18,2,,,0.01672534,0,3.09E+12,436,43600,100000,0.00452637,1.51E-06,,NHD
Lakewatch,Crossings,0,Miami-Dade,NA,NA,25.66056667,-80.40996667,185130,138375827,6/16/14,2,,,0.01968592,0,3.09E+12,436,43603,100000,0.008249612,1.77E-06,,NHD
Lakewatch,Crown,0,Lake,2557334,NA,28.66023333,-81.86053333,147834,112662936,5/28/20,2,2557334,Crown Lake,0.06995473,0,3.08E+12,390,39004,250000,0.009410785,6.46E-06,,NHD
Lakewatch,Crown Point,0,Escambia,NA,NA,30.4058,-87.39076667,530585,{A92C7F65-ABCC-4D05-A313-018DE9AC3343},11/19/14,2,,,0.04464055,0,3.14E+12,436,43600,250000,0.015038128,4.19E-06,,NHD
Lakewatch,Crum,0,Hillsborough,NA,NA,28.11866667,-82.50726667,78138,68745468,6/18/19,2,,,0.07306924,0,3.10E+12,390,39004,250000,0.013215448,6.71E-06,,NHD
Lakewatch,Crystal,0,Clay,281128,206,29.82416667,-82.04086667,159415,125957332,2/12/19,2,281128,Crystal Lake,1.22843731,0,3.08E+12,390,39004,1000000,0.041654151,0.000114654,,NHD
Lakewatch,Crystal,0,Collier,NA,NA,26.2642,-81.68193333,436282,117017153,5/4/16,2,,,0.21745333,0,3.09E+12,436,43600,500000,0.040876207,1.96E-05,,NHD
Lakewatch,Crystal,0,Hillsborough,291365,NA,28.13376667,-82.47623333,78901,68758054,6/18/19,2,291365,South Crystal Lake,0.08174171,0,3.10E+12,390,39004,500000,0.01196634,7.51E-06,,NHD
Lakewatch,Crystal,0,Lake,281124,19,28.55396667,-81.76013333,143494,112617310,5/28/20,2,281124,Crystal Lake,0.08819379,0,3.08E+12,390,39000,500000,0.014412525,8.13E-06,,NHD
Lakewatch,Crystal,0,Orange,281123,2,28.51623333,-81.35743333,197696,112027907,11/20/03,2,281123,Crystal Lake,0.024,26.5,3.09E+12,390,39009,250000,0.00617367,2.23E-06,,NHD
FWC,Crystal and Blue Lakes,614,,,,29.4604276,-81.9838841,299119,112622554,11/4/09,2,305339,Blue Lake,0.051,0,3.08E+12,390,39004,250000,0.008572941,4.77E-06,,NHD
Lakewatch,Crystal Bowl,0,Seminole,281115,2.85,28.66415,-81.3155,157634,107719115,10/16/03,2,281115,Crystal Bowl,0.023,62,3.08E+12,390,39009,250000,0.005630495,2.11E-06,,NHD
FWC,Crystal River,94,,,,28.92069,-82.67267,,,,,,,,,,,,,,,,NHD
FWC,Crystal Springs FMA,618,,,,30.304444,-81.825672,367927,{A4BF1642-F171-4D34-AA68-6C64CCDEED44},4/24/14,2,,,0.00942782,0,3.08E+12,436,43600,100000,0.005252421,8.84E-07,,NHD
FWC,"Crystal, Lake",95,,,,28.026389,-81.909722,240108,78643427,8/24/12,2,281121,Crystal Lake,0.10953831,134,3.10E+12,390,39009,500000,0.013170243,1.01E-05,,NHD
Lakewatch,Cub,0,Seminole,281141,6,28.64676667,-81.43976667,202711,107742821,10/16/03,2,281141,Cub Lake,0.058,102,3.08E+12,390,39009,250000,0.008506533,5.33E-06,,NHD
Lakewatch,Cypress,0,Hillsborough,277633,7,28.12603333,-82.56473333,499866,68792774,7/11/14,2,277633,Cypress Lake,0.06904365,0,3.10E+12,390,39004,250000,0.010105085,6.34E-06,,NHD
Lakewatch,Cypress,0,Orange,281221,26,28.47983333,-81.5672,430352,112029277,7/10/13,2,281221,Cypress Lake,0.26465594,30.2,3.09E+12,390,39009,500000,0.02297494,2.44E-05,,NHD
Lakewatch,Cypress,0,Osceola,281219,1658,28.0753,-81.32196667,428477,112040787,8/19/13,2,281219,Cypress Lake,12.91782787,15.8,3.09E+12,390,39009,5000000,0.153532836,0.001185907,,NHD
Lakewatch,Cypress,0,Polk,281218,28.97,27.9147,-81.47943333,427837,112042573,11/20/03,2,281218,Cypress Lake,0.296,29.9,3.09E+12,390,39009,500000,0.023149126,2.71E-05,,NHD
Lakewatch,Cypress East,0,Osceola,281219,1658,28.0778,-81.3267,428477,112040787,8/19/13,2,281219,Cypress Lake,12.91782787,15.8,3.09E+12,390,39009,5000000,0.153532836,0.001185907,,NHD
FWC,Cypress Lake,638,,,,29.058197,-81.259925,121277,107723965,10/16/03,2,281223,Cypress Lake,0.057,63,3.08E+12,390,39009,250000,0.008689452,5.29E-06,,NHD
FWC,Cypress Lake,96,,,,28.0794,-81.32366,428477,112040787,8/19/13,2,281219,Cypress Lake,12.91782787,15.8,3.09E+12,390,39009,5000000,0.153532836,0.001185907,,NHD
Lakewatch,Daisy,0,Polk,281260,NA,27.99643333,-81.66006667,138891,78690653,11/2/12,2,281260,Lake Daisy,0.54440629,131,3.10E+12,390,39009,1000000,0.028444268,4.99E-05,,NHD
FWC,"Daisy, Lake",97,,,,27.996184,-81.659341,138891,78690653,11/2/12,2,281260,Lake Daisy,0.54440629,131,3.10E+12,390,39009,1000000,0.028444268,4.99E-05,,NHD
FWC,"Dal Housie, Lake",98,,,,28.90144,-81.62157,95495,107775343,6/3/13,2,305546,Lake Dalhousie,1.01731786,71,3.08E+12,390,39009,1000000,0.036523538,9.41E-05,,NHD
Lakewatch,Damon,0,Highlands,281269,114,27.63453333,-81.5106,429118,112046429,9/10/09,2,281269,Lake Damon,1.111,31.1,3.09E+12,390,39009,1000000,0.037260822,0.000101616,,NHD
FWC,Damon Lake,99,,,,27.63219,-81.51056,429118,112046429,9/10/09,2,281269,Lake Damon,1.111,31.1,3.09E+12,390,39009,1000000,0.037260822,0.000101616,,NHD
Lakewatch,Dan,0,Hillsborough,281274,14,28.16536667,-82.64716667,505573,58675423,2/1/19,2,281274,Lake Dan,0.16155509,0,3.10E+12,390,39004,500000,0.018362029,1.48E-05,,NHD
Lakewatch,Daniel,0,Orange,NA,NA,28.58216667,-81.4009,234937,107809001,7/19/11,2,,,0.03,0,3.08E+12,390,39004,250000,0.006048816,2.75E-06,,NHD
Lakewatch,Davenport,0,Polk,NA,71,nan,nan,,,,,,,,,,,,,,,,NHD
Lakewatch,Davenport North,0,Polk,281310,26,28.336,-81.65806667,430271,112035265,7/10/13,2,281310,Lake Davenport,0.72468357,33.5,3.09E+12,390,39009,1000000,0.037637726,6.67E-05,,NHD
Lakewatch,David,0,Lake,281315,NA,28.55743333,-81.86046667,515094,68058411,9/10/09,2,281315,Lake David,0.178,99,3.10E+12,390,39009,500000,0.018290336,1.64E-05,,NHD
Lakewatch,David,0,St Lucie,NA,NA,27.5559,-80.39696667,190443,83028155,4/24/10,2,,,0.011,0,3.08E+12,436,43617,100000,0.003834334,9.76E-07,,NHD
FWC,"David, Lake",100,,,,28.55797,-81.86024,515094,68058411,9/10/09,2,281315,Lake David,0.178,99,3.10E+12,390,39009,500000,0.018290336,1.64E-05,,NHD
Lakewatch,Davis,0,Citrus,NA,NA,28.82303333,-82.28433333,519191,68030183,11/4/09,2,,,0.491,39,3.10E+12,390,39009,5000000,0.051940066,4.54E-05,,NHD
Lakewatch,Davis,0,Orange,281342,7,28.5314,-81.36663333,426834,112027815,9/10/09,2,281342,Lake Davis,0.072,20.7,3.09E+12,390,39009,250000,0.010818463,6.65E-06,,NHD
Lakewatch,Davis,0,Wakulla,NA,0.9,30.1415,-84.3623,40207,129757615,12/2/04,2,,,0.002,0,3.12E+12,390,39004,50000,0.001387548,1.43E-07,,NHD
FWC,Davis Lake,101,,,,30.244081,-85.641706,527644,122175605,6/28/04,2,,,0.042,0,3.14E+12,390,39004,250000,0.012746525,3.92E-06,,NHD
FWC,"Davis, Lake",743,,,,28.48542268,-81.56879684,173943,112029143,10/11/19,2,2764908,Lake William Davis,0.16319615,30.2,3.09E+12,390,39009,500000,0.016046423,1.50E-05,,NHD
Lakewatch,Daytona,0,Volusia,281357,NA,29.0504,-81.25463333,32693,10987947,8/24/09,3,281357,Lake Daytona,0.061,,3.08E+12,390,39004,,953.9551091,60977.75102,FDEP polygon a better fit,FDEP
Lakewatch,De Witt,0,St Lucie,NA,NA,27.555,-80.40843333,186795,83028167,4/24/10,2,,,0.031,0,3.08E+12,436,43617,250000,0.008787682,2.79E-06,,NHD
Lakewatch,Dead,0,Flagler,281379,162,29.414,-81.43713333,543374,125967178,9/27/04,2,281379,Dead Lake,1.526,0,3.08E+12,390,39004,5000000,0.050419994,0.000141857,,NHD
Lakewatch,Dead,0,Gulf,291723,NA,30.1385,-85.1805,273411,85810922,11/11/14,2,281381,Dead Lakes,12.08572847,0,3.13E+12,390,39004,5000000,0.4152102,0.001132094,,NHD
Lakewatch,Dead Lady,0,Hillsborough,NA,NA,28.15535,-82.570825,79824,68759056,1/30/03,2,,,0.014,0,3.10E+12,390,39004,100000,0.00414005,1.29E-06,,NHD
FWC_2,Dead Lake,102,Flagler,,,29.41535,-81.440833,543374,125967178,9/27/04,2,281379,Dead Lake,1.526,0,3.08E+12,390,39004,5000000,0.050419994,0.000141857,,NHD
FWC_2,Dead Lakes,103,Gulf,,,30.209,-85.19059,273411,85810922,11/11/14,2,281381,Dead Lakes,12.08572847,0,3.13E+12,390,39004,5000000,0.4152102,0.001132094,,NHD
FWC,Dead River,104,,,,28.81155,-81.770797,,,,,,,,,,,,,,,,NHD
Lakewatch,Dean Pond,0,Alachua,281403,NA,29.4958,-82.05883333,116277,112613526,5/28/20,2,281403,Dean Pond,0.03712091,0,3.08E+12,390,39000,250000,0.006968398,3.45E-06,,NHD
Lakewatch,Deaton,0,Sumter,281407,315,28.8339,-81.9835,521183,68038947,3/20/13,2,281407,Lake Deaton,2.14517331,63,3.10E+12,390,39009,2000000,0.059169366,0.000198323,,NHD
FWC,"Deaton, Lake",105,,,,28.83503,-81.97926,521183,68038947,3/20/13,2,281407,Lake Deaton,2.14517331,63,3.10E+12,390,39009,2000000,0.059169366,0.000198323,,NHD
Lakewatch,Deborah,0,St Lucie,NA,NA,27.5456,-80.4038,19057,83028223,11/30/16,2,,,0.00877032,0,3.08E+12,436,43617,100000,0.003963801,8.01E-07,,NHD
Lakewatch,Deep,0,Seminole,281431,17,28.6131,-81.2531,245438,107807509,5/6/15,2,281431,Deep Lake,0.1711239,56,3.08E+12,390,39009,500000,0.016230266,1.58E-05,,NHD
Lakewatch,Deep Spring Pond,0,Alachua,NA,NA,29.92955,-82.51895,42698,113633383,5/26/20,2,,,0.00518226,0,3.11E+12,436,43600,100000,0.002522824,4.84E-07,,NHD
Lakewatch,Deer,0,Clay,307205,NA,29.8449,-81.94905,209253,125957497,2/12/19,2,307205,Devils Wash Basin,0.00974284,0,3.08E+12,390,39004,100000,0.003450719,9.10E-07,,NHD
Lakewatch,Deer,0,Highlands,281446,12,27.60933333,-81.4744,422765,112046779,9/9/14,2,281446,Deer Lake,0.09599133,0,3.09E+12,390,39004,500000,0.010784844,8.78E-06,,NHD
Lakewatch,Deer,0,Hillsborough,281448,14,28.16763333,-82.46253333,289336,68757924,6/18/19,2,281448,Deer Lake,0.14063538,0,3.10E+12,390,39004,500000,0.014947081,1.29E-05,,NHD
Lakewatch,Deer,0,Polk,281459,51,28.02623333,-81.76326667,255355,78592049,8/24/12,2,281459,Lake Deer,0.48710225,0,3.10E+12,390,39004,1000000,0.025221283,4.47E-05,,NHD
Lakewatch,Deer,0,Walton,281450,16.91646,30.3053,-86.07966667,525059,122178150,6/28/04,2,281450,Deer Lake,0.133,0,3.14E+12,390,39004,500000,0.018524785,1.24E-05,,NHD
FWC,Deer Lake,106,,,,28.02458,-81.7658,255355,78592049,8/24/12,2,281459,Lake Deer,0.48710225,0,3.10E+12,390,39004,1000000,0.025221283,4.47E-05,,NHD
Lakewatch,Deer Point,0,Bay,281453,2024,30.28913333,-85.59353333,134046,122162436,1/15/17,2,281453,Deer Point Lake,12.00396935,0,3.14E+12,390,39004,5000000,0.545715138,0.001125674,,NHD
FWC,Deer Point Lake,107,,,,30.3066,-85.58679,134046,122162436,1/15/17,2,281453,Deer Point Lake,12.00396935,0,3.14E+12,390,39004,5000000,0.545715138,0.001125674,,NHD
Lakewatch,Deerback,0,Marion,305562,30,29.48676667,-81.9693,146622,112622426,5/28/20,2,305562,Deer Back Lake,0.31909807,0,3.08E+12,390,39000,1000000,0.02023843,2.97E-05,,NHD
FWC,"Deeson, Lake",108,,,,28.11231,-81.93236,14914,68085027,9/10/09,2,281469,Lake Deeson,0.189,124,3.10E+12,390,39009,500000,0.022496428,1.74E-05,,NHD
Lakewatch,DeForest,0,Seminole,298078,4,28.78203333,-81.3105,379719,{43185401-BD1F-4F62-A4FF-F41320DDBC2D},10/16/14,2,298078,DeForest Lake,0.04768695,40,3.08E+12,390,39009,250000,0.008430893,4.41E-06,,NHD
Lakewatch,DeFuniak,0,Walton,281360,NA,30.7171,-86.11286667,342522,62985403,6/25/13,2,281360,Lake DeFuniak,0.18776269,0,3.14E+12,436,43600,500000,0.015075719,1.77E-05,,NHD
FWC,Delancey Lake,109,,,,29.42613,-81.77284,293074,107775717,11/12/13,2,305566,Lake Delancy,1.48422391,22,3.08E+12,390,39009,2000000,0.08258393,0.000137993,,NHD
Lakewatch,DeLancy,0,Marion,305566,68,29.42506667,-81.76653333,293074,107775717,11/12/13,2,305566,Lake Delancy,1.48422391,22,3.08E+12,390,39009,2000000,0.08258393,0.000137993,,NHD
FWC,DeLeon Springs St Park Wetlands,1494,,,,29.134702,-81.363581,110185,107776163,2/13/15,2,306438,Spring Garden Lake,2.0913075,1,3.08E+12,390,39009,2000000,0.095772924,0.000193872,,NHD
Lakewatch,Delevoe,0,Broward,NA,8,26.12556667,-80.17473333,444719,138372772,9/30/14,2,,,0.06731138,0,3.09E+12,436,43600,250000,0.010061252,6.07E-06,,NHD
Lakewatch,Denham,0,Lake,281501,109,28.76673333,-81.90696667,129680,112683514,5/28/20,2,281501,Lake Denham,1.02735329,0,3.08E+12,390,39000,1000000,0.040836506,9.49E-05,,NHD
FWC,"Denham, Lake",110,,,,28.76926,-81.90937,129680,112683514,5/28/20,2,281501,Lake Denham,1.02735329,0,3.08E+12,390,39000,1000000,0.040836506,9.49E-05,,NHD
Lakewatch,Denton,0,Highlands,281504,28,27.5561,-81.48913333,426007,112047727,9/10/09,2,281504,Lake Denton,0.269,0,3.09E+12,390,39004,500000,0.017904252,2.46E-05,,NHD
Lakewatch,Depot Creek-1,0,Gulf,NA,NA,29.7189,-85.2858,,,,,,,,,,,,,,,,NHD
Lakewatch,Desbiens,0,Monroe,NA,NA,24.5746,-81.7483,13217,{C84A5807-54B7-416C-8256-C8FD7A3964C3},12/4/20,2,,,0.00022314,0,3.09E+12,390,39001,0,0.000585532,1.99E-08,,NHD
Lakewatch,Desire,0,Lake,281514,NA,28.6153,-81.84136667,147832,112617716,5/28/20,2,281514,Lake Desire,0.20168841,0,3.08E+12,390,39000,500000,0.01682247,1.86E-05,,NHD
Lakewatch,Desoto,0,Broward,281515,NA,25.97816667,-80.17316667,442493,138374273,4/17/14,2,281515,Desoto Lakes,0.33283782,2,3.09E+12,390,39009,1000000,0.058134362,3.00E-05,,NHD
FWC_2,Desoto Lake,610,Columbia,,,30.1914113,-82.63301047,548867,134533377,1/23/20,2,293983,Lake De Soto,0.09807157,0,3.11E+12,390,39004,500000,0.01167391,9.19E-06,,NHD
Lakewatch,DeValerio,0,Bradford,NA,NA,29.90683333,-82.17036667,545541,113641701,4/16/19,2,,,0.02044402,0,3.11E+12,436,43600,100000,0.008178061,1.91E-06,,NHD
Lakewatch,Devon Aire,0,Miami-Dade,NA,NA,25.65843333,-80.3959,448400,138375823,6/17/14,2,,,0.05228881,0,3.09E+12,436,43600,250000,0.010496882,4.70E-06,,NHD
Lakewatch,Dexter,0,Polk,281544,70,27.99026667,-81.68103333,5356,78622271,11/2/12,2,281544,Lake Dexter,0.59425772,123,3.10E+12,390,39009,1000000,0.035330614,5.45E-05,,NHD
