CoordSource,AreaOfInterest,AreaOfInterestID,County,GNISID_LW,SA_LW_hec,latitude,longitude,OBJECTID,PermanentID,FDate,Resolution,GNISID,GNISName,Area_SqKm,Elevation,ReachCode,FType,FCode,Visibility,ShapeLength,ShapeArea,JoinNotes,ShapeSource
Lakewatch,Belle East,0,Polk,2787754,NA,27.8829,-81.58336667,130355,78641907,11/2/12,2,278450,Lake Belle,0.20948706,0,3.10E+12,390,39004,500000,0.031112151,1.92E-05,,NHD
Lakewatch,Belle Terre,0,Flagler,NA,NA,29.6044,-81.2539,252417,125541721,6/28/14,2,,,0.03676816,0,3.08E+12,436,43600,250000,0.007984549,3.42E-06,,NHD
Lakewatch,Belle West,0,Polk,278450,NA,27.88223333,-81.58776667,130355,78641907,11/2/12,2,278450,Lake Belle,0.20948706,0,3.10E+12,390,39004,500000,0.031112151,1.92E-05,,NHD
Lakewatch,Belle Wildlife Pond,0,Hillsborough,NA,NA,28.06993333,-82.4927,,,,,,,,,,,,,,,,NHD
Lakewatch,Belmont,0,Leon,2437385,NA,30.53726667,-84.1813,456998,129753830,9/30/14,2,2437385,Lake Belmont,0.04124195,33.8,3.12E+12,390,39009,250000,0.009699223,3.88E-06,,NHD
Lakewatch,Beluthahatchee,0,St John's,NA,NA,30.0874,-81.62813333,544067,125952107,7/24/19,2,,,0.07151691,0,3.08E+12,390,39004,1000000,0.018244189,6.69E-06,,NHD
Lakewatch,Bennett,0,Orange,278483,10,28.55326667,-81.53443333,89500,107840389,9/10/09,2,278483,Lake Bennet,0.098,110,3.08E+12,390,39009,500000,0.011556759,9.04E-06,,NHD
Lakewatch,Bentley,0,Polk,278493,NA,28.01476667,-81.92776667,14594,78643805,8/24/12,2,278493,Lake Bentley,0.21479429,114,3.10E+12,390,39009,500000,0.026503387,1.97E-05,,NHD
Lakewatch,Beresford,0,Volusia,278501,485,28.9924,-81.34743333,139476,107775217,2/13/15,2,278501,Lake Beresford,3.24905342,0,3.08E+12,390,39004,5000000,0.124413383,0.000300814,,NHD
FWC_2,"Beresford, Lake",29,Volusia,,,28.989717,-81.346617,139476,107775217,2/13/15,2,278501,Lake Beresford,3.24905342,0,3.08E+12,390,39004,5000000,0.124413383,0.000300814,,NHD
Lakewatch,Bess,0,Polk,278511,60,27.93446667,-81.65283333,,,,,,,,,,,,,,,,NHD
Lakewatch,Bessie,0,Orange,278514,63,28.48813333,-81.52646667,211598,112028753,9/10/09,2,278514,Lake Bessie,0.666,29.3,3.09E+12,390,39009,1000000,0.03910466,6.14E-05,,NHD
Lakewatch,Bethel,0,Volusia,278560,86,28.84893333,-81.21233333,171463,107812333,7/19/11,2,278560,Lake Bethel,0.793,0,3.08E+12,390,39004,1000000,0.044933595,7.33E-05,,NHD
FWC_2,Bethesda Lake FMA,30,Duval,,,30.432885,-81.72471,21193,125931472,12/5/13,2,,,0.06962433,0,3.08E+12,436,43600,250000,0.0109339,6.54E-06,,NHD
FWC,Bethesda Lake FMA,30,,,,30.432885,-81.72471,21193,125931472,12/5/13,2,,,0.06962433,0,3.08E+12,436,43600,250000,0.0109339,6.54E-06,,NHD
Lakewatch,Bidlingmayer,0,Jefferson,NA,NA,30.48193333,-83.93423333,253749,164320698,3/26/08,2,,,0.027,0,3.12E+12,390,39000,250000,0.009504496,2.57E-06,,NHD
Lakewatch,Big,0,Volusia,278702,59,28.8697,-81.21493333,216957,107812795,10/16/03,2,278702,Big Lake,0.553,24,3.08E+12,390,39009,1000000,0.04392731,5.11E-05,,NHD
Lakewatch,Big Bass,0,Polk,NA,1,27.875925,-81.85435,60703,78690711,11/2/12,2,,,0.14426277,0,3.10E+12,390,39004,500000,0.038760886,1.32E-05,,NHD
Lakewatch,Big Gant,0,Sumter,278674,38,28.57613333,-82.08403333,240408,68053115,5/2/13,2,278674,Big Gant Lake,0.22308257,76,3.10E+12,390,39009,500000,0.017172258,2.06E-05,,NHD
Lakewatch,Big Red Fish,0,Walton,278731,9.22716,30.3381,-86.1936,524809,35361021,3/19/13,2,278731,Big Redfish Lake,0.08988511,0,3.14E+12,390,39004,500000,0.019499252,8.43E-06,,NHD
Lakewatch,Big Sand,0,Orange,278738,449,28.43453333,-81.48993333,426968,112030747,7/10/13,2,278738,Big Sand Lake,4.13116338,28.7,3.09E+12,390,39009,2000000,0.175188089,0.000380479,,NHD
Lakewatch,Big Sand Bay,0,Orange,278738,NA,28.42653333,-81.49823333,426968,112030747,7/10/13,2,278738,Big Sand Lake,4.13116338,28.7,3.09E+12,390,39009,2000000,0.175188089,0.000380479,,NHD
Lakewatch,Big Vienna,0,Pasco,278704,NA,28.20636667,-82.47106667,99684,58681411,12/9/13,2,278704,Big Lake Vienna,0.15287682,0,3.10E+12,390,39004,500000,0.015436177,1.41E-05,,NHD
FWC,Bill Evers Reservoir,31,,,,27.436733,-82.484967,453572,44993407,4/23/20,2,292875,Ward Lake,0.91274608,0,3.10E+12,436,43600,5000000,0.097226145,8.33E-05,,NHD
Lakewatch,Bingham,0,Seminole,278785,7,28.73956667,-81.3099,269879,107718521,9/10/09,2,278785,Lake Bingham,0.062,40,3.08E+12,390,39009,250000,0.013460286,5.75E-06,,NHD
Lakewatch,Birchwood,0,Flagler,NA,NA,29.5794,-81.2389,,,,,,,,,,,,,,,,NHD
Lakewatch,Birchwood Basin,0,Flagler,NA,NA,29.5794,-81.2397,,,,,,,,,,,,,,,,NHD
Lakewatch,Bird,0,Pasco,278825,61,28.18033333,-82.45323333,470473,41962275,1/3/13,2,278825,Bird Lake,0.22150955,0,3.10E+12,390,39004,500000,0.037364583,2.04E-05,,NHD
Lakewatch,Bird of Paradise,0,Flagler,NA,NA,29.5919,-81.2467,379002,{F4181D2C-7BD4-430F-B304-414541643130},9/19/14,2,,,0.0852583,0,3.08E+12,436,43600,250000,0.010970486,7.94E-06,,NHD
Lakewatch,Birdway,0,Flagler,NA,NA,29.5875,-81.2492,,,,,,,,,,,,,,,,NHD
Lakewatch,Bivans Arm,0,Alachua,278872,76,29.62406667,-82.3441,151455,112699174,5/28/20,2,278872,Bivans Arm,0.63242,0,3.08E+12,390,39000,1000000,0.045566606,5.89E-05,,NHD
FWC_2,Bivens Arm,32,Alachua,,,29.62570542,-82.34579957,151455,112699174,5/28/20,2,278872,Bivans Arm,0.63242,0,3.08E+12,390,39000,1000000,0.045566606,5.89E-05,,NHD
Lakewatch,Black,0,Lake,278906,NA,28.51,-81.84393333,521492,68058499,5/2/13,2,,,0.09911058,0,,466,46600,100000,0.017780292,9.13E-06,,NHD
Lakewatch,Black,0,Orange,278907,NA,28.52693333,-81.60233333,129106,112698280,5/28/20,2,278907,Black Lake,0.9685224,0,3.08E+12,390,39004,1000000,0.043541176,8.93E-05,,NHD
FWC_2,Black Creek,33,Clay,,,30.080782,-81.762413,,,,,,,,,,,,,,,,NHD
FWC_2,Black Lake,34,Sumter,,,28.905027,-81.987467,521368,68029621,3/20/13,2,278916,Black Lake,0.14545569,0,3.10E+12,390,39004,500000,0.030247773,1.35E-05,,NHD
FWC,Blackwater River,35,,,,30.60634,-87.02926,,,,,,,,,,,,,,,,NHD
Lakewatch,Blairstone,0,Leon,NA,NA,30.41426667,-84.25583333,185310,129755110,3/26/08,2,,,0.009,0,3.12E+12,390,39004,100000,0.005040505,8.53E-07,,NHD
Lakewatch,Blanche,0,Orange,278976,49,28.48053333,-81.51633333,427494,112028991,7/10/13,2,278976,Lake Blanche,0.51154421,29.9,3.09E+12,390,39009,1000000,0.028094492,4.71E-05,,NHD
FWC,"Blanche, Lake",36,,,,28.4788,-81.516267,427494,112028991,7/10/13,2,278976,Lake Blanche,0.51154421,29.9,3.09E+12,390,39009,1000000,0.028094492,4.71E-05,,NHD
Lakewatch,Blanton,0,Pasco,278981,51,28.39773333,-82.25006667,519769,68087797,8/5/09,2,278981,Blanton Lake,0.423,0,3.10E+12,390,39004,1000000,0.043969894,3.90E-05,,NHD
Lakewatch,Blue,0,Highlands,279033,11,27.3145,-81.3571,202346,112050279,1/12/14,2,279033,Blue Lake,0.06703229,0,3.09E+12,390,39004,250000,0.009014044,6.11E-06,,NHD
Lakewatch,Blue,0,Lake,305340,12,29.00126667,-81.5066,269026,107775229,7/19/11,2,305340,Blue Lake,0.105,44,3.08E+12,390,39009,500000,0.012142951,9.73E-06,,NHD
Lakewatch,Blue,0,Orange,279036,7,28.65806667,-81.46803333,33735,107742589,10/16/03,2,279036,Blue Lake,0.072,78,3.08E+12,390,39009,250000,0.010385175,6.65E-06,,NHD
Lakewatch,Blue,0,Putnam,279049,4,29.51153333,-82.03906667,171871,112637028,12/1/03,2,279049,Blue Pond,0.045,0,3.08E+12,390,39004,250000,0.0093126,4.19E-06,,NHD
Lakewatch,Blue,0,Volusia,279038,22,29.03316667,-81.26903333,223883,125971330,9/27/04,2,279038,Blue Lake,0.226,55,3.08E+12,390,39009,500000,0.026757915,2.09E-05,,NHD
Lakewatch,Blue,0,Washington,279041,12,30.7426,-85.5512,343077,63037977,6/25/13,2,279041,Blue Lake,0.07666121,96,3.14E+12,390,39009,250000,0.012772046,7.22E-06,,NHD
Lakewatch,Blue 2,0,Polk,279079,23,28.04816667,-81.77373333,9679,78592009,8/24/12,2,279079,Lake Blue,0.21874252,0,3.10E+12,390,39004,500000,0.016003832,2.01E-05,,NHD
Lakewatch,Blue Angel,0,Escambia,NA,NA,30.34223333,-87.3464,379973,{93D46975-1C10-4465-B526-E71A86345C4E},11/19/14,2,,,0.02151512,0,3.14E+12,436,43600,100000,0.006111998,2.02E-06,,NHD
Lakewatch,Blue Cove,0,Marion,NA,NA,29.0511,-82.4567,,,,,,,,,,,,,,,,NHD
Lakewatch,Blue Cypress,0,Indian River,307443,2759,27.7254,-80.7575,83966,107791825,9/5/14,2,307443,Blue Cypress Lake,26.97703112,24,3.08E+12,390,39009,5000000,0.198831713,0.00246883,,NHD
FWC,Blue Cypress Lake,37,,,,27.729524,-80.751069,83966,107791825,9/5/14,2,307443,Blue Cypress Lake,26.97703112,24,3.08E+12,390,39009,5000000,0.198831713,0.00246883,,NHD
Lakewatch,Blue Heron,0,Leon,2437419,20,30.599925,-84.238025,219690,129950910,1/4/16,2,2437419,Upper Dianne Lake,0.1920333,0,3.12E+12,436,43600,500000,0.024480014,1.81E-05,,NHD
Lakewatch,Blue Heron,0,Pinellas,NA,NA,27.83096667,-82.7729,508189,58704311,2/1/19,2,,,0.01537934,0,3.10E+12,436,43615,100000,0.006617539,1.41E-06,,NHD
FWC,Blue Lake,38,,,,29.032717,-81.272067,223883,125971330,9/27/04,2,279038,Blue Lake,0.226,55,3.08E+12,390,39009,500000,0.026757915,2.09E-05,,NHD
Lakewatch,Blue North,0,Polk,279035,NA,27.85593333,-81.58053333,89758,78595529,11/2/12,2,279035,Blue Lake,0.4242608,117,3.10E+12,390,39009,1000000,0.031363559,3.89E-05,,NHD
Lakewatch,Blue South,0,Polk,279035,NA,27.85116667,-81.5778,89758,78595529,11/2/12,2,279035,Blue Lake,0.4242608,117,3.10E+12,390,39009,1000000,0.031363559,3.89E-05,,NHD
FWC_2,Blue Spring Lake,39,Taylor,,,29.839168,-83.57073,,,,,,,,,,,,,,,,NHD
Lakewatch,Blue Springs Lagoon,0,Volusia,NA,NA,28.93816667,-81.34113333,417431,{60DC2FBD-148A-4E50-8F22-C10886E2B858},11/2/18,2,298077,The Lagoon,0.17092629,0,3.08E+12,390,39004,500000,0.017639447,1.58E-05,,NHD
FWC,Blue Springs State Park Marsh,1212,,,,28.932815,-81.338811,,,,,,,,,,,,,,,,NHD
FWC,"Blue, Lake",40,,,,28.04577,-81.77347,9679,78592009,8/24/12,2,279079,Lake Blue,0.21874252,0,3.10E+12,390,39004,500000,0.016003832,2.01E-05,,NHD
FWC,Bobby Hicks Pond,668,,,,27.877889,-82.515936,499710,68755920,6/18/19,2,,,0.09483244,0,3.10E+12,436,43600,250000,0.013536004,8.69E-06,,NHD
Lakewatch,Bobcat,0,Sarasota,NA,NA,27.18236667,-81.8036,,,,,,,,,,,,,,,,NHD
Lakewatch,Boca Cove,0,Polk,NA,2,27.873725,-81.8529,60703,78690711,11/2/12,2,,,0.14426277,0,3.10E+12,390,39004,500000,0.038760886,1.32E-05,,NHD
Lakewatch,Boers,0,Orange,NA,NA,28.5298,-81.5142,255098,107840565,10/16/03,2,,,0.023,0,3.08E+12,390,39004,250000,0.005319978,2.13E-06,,NHD
Lakewatch,Boggy Cove,0,Osceola,NA,NA,28.3304,-81.31216667,429039,112035523,8/19/13,2,2082902,East Lake Tohopekaliga,47.51796254,0,3.09E+12,390,39004,5000000,0.387822873,0.004371124,,NHD
FWC_2,Boggy Creek,42,Osceola,,,28.32806,-81.31094,429039,112035523,8/19/13,2,2082902,East Lake Tohopekaliga,47.51796254,0,3.09E+12,390,39004,5000000,0.387822873,0.004371124,,NHD
FWC,Boggy Creek,41,,,,30.597828,-81.712253,,,,,,,,,,,,,,,,NHD
FWC,Boggy Creek,41,,,,30.597828,-81.712253,,,,,,,,,,,,,,,,NHD
FWC,Boggy Creek,41,,,,30.551595,-81.733505,,,,,,,,,,,,,,,,NHD
FWC_2,Boiling Creek,43,Santa rosa,,,30.578178,-86.886316,,,,,,,,,,,,,,,,NHD
Lakewatch,Boll Green,0,Putnam,279191,11,29.63383333,-81.83916667,225567,112611764,3/29/10,2,279191,Boll Green Lake,0.125,0,3.08E+12,390,39004,500000,0.017404303,1.16E-05,,NHD
Lakewatch,Bolt,0,Bradford,307234,16,29.7976,-82.05386667,199775,125957315,9/19/14,2,307234,Bolt Lake,0.03795249,0,3.08E+12,390,39004,250000,0.00679969,3.54E-06,,NHD
Lakewatch,Bonita 1,0,Miami-Dade,NA,NA,25.6367,-80.3924,444547,138375869,6/17/14,2,,,0.11687011,0,3.09E+12,436,43600,500000,0.013242796,1.05E-05,,NHD
Lakewatch,Bonnet,0,Alachua,279221,NA,29.7242,-82.09603333,104157,113632255,5/17/11,2,279221,Bonnet Lake,0.155,142,3.11E+12,390,39009,500000,0.014845794,1.44E-05,,NHD
Lakewatch,Bonnet,0,Highlands,279213,105,27.5438,-81.4433,428080,112047869,5/22/16,2,279213,Bonnet Lake,1.08592481,27.7,3.09E+12,390,39009,1000000,0.050886747,9.92E-05,,NHD
Lakewatch,Bonnet,0,Polk,279214,NA,28.1438,-81.6609,140005,112634404,5/28/20,2,279214,Bonnet Lake,0.92950871,0,3.08E+12,390,39000,1000000,0.061557485,8.54E-05,,NHD
Lakewatch,Bonnet 2,0,Polk,279236,NA,28.0477,-81.97683333,470104,41960313,9/10/09,2,279236,Lake Bonnet,0.32,145,3.10E+12,390,39009,1000000,0.023065333,2.93E-05,,NHD
Lakewatch,Bonnet Slough,0,Broward,NA,NA,26.1351,-80.10433333,27080,138372634,5/10/17,2,,,0.00448132,0,3.09E+12,436,43600,50000,0.004009672,4.04E-07,,NHD
FWC_2,"Bonnet, Lake",44,Polk,,,28.143932,-81.657736,140005,112634404,5/28/20,2,279214,Bonnet Lake,0.92950871,0,3.08E+12,390,39000,1000000,0.061557485,8.54E-05,,NHD
FWC_2,"Bonnet, Lake",45,Polk,,,28.048103,-81.976704,470104,41960313,9/10/09,2,279236,Lake Bonnet,0.32,145,3.10E+12,390,39009,1000000,0.023065333,2.93E-05,,NHD
FWC,"Bonnet, Lake",44,,,,28.143932,-81.657736,140005,112634404,5/28/20,2,279214,Bonnet Lake,0.92950871,0,3.08E+12,390,39000,1000000,0.061557485,8.54E-05,,NHD
Lakewatch,Bonny,0,Polk,279245,108,28.04013333,-81.92956667,20371,78643417,8/24/12,2,,,0.47036153,0,,466,46600,250000,0.060748887,4.32E-05,outer boundary,NHD
Lakewatch,Bonny,0,Polk,279245,108,28.04013333,-81.92956667,171535,78690621,8/24/12,2,279245,Lake Bonny,0.8965128,0,3.10E+12,390,39004,1000000,0.092220389,8.23E-05,center lake,NHD
FWC,"Bonny, Lake",46,,,,28.0378,-81.9253,171535,78690621,8/24/12,2,279245,Lake Bonny,0.8965128,0,3.10E+12,390,39004,1000000,0.092220389,8.23E-05,,NHD
Lakewatch,Boot,0,Hillsborough,279098,NA,28.04166667,-82.48406667,77038,68788962,6/18/19,2,279098,Boat Lake,0.134576,0,3.10E+12,390,39004,500000,0.021334714,1.24E-05,,NHD
Lakewatch,Bowers,0,Marion,305364,64,29.0443,-81.95503333,152804,112626438,5/28/20,2,305364,Bowers Lake,0.47272297,0,3.08E+12,390,39000,1000000,0.033157981,4.38E-05,,NHD
FWC,Braden River,47,,,,27.428083,-82.4827,,,,,,,,,,,,,,,,NHD
FWC,Braden River,47,,,,27.428083,-82.4827,,,,,,,,,,,,,,,,NHD
FWC,Braden River,47,,,,27.428083,-82.4827,,,,,,,,,,,,,,,,NHD
Lakewatch,Bradford,0,Leon,305368,79,30.405175,-84.3407,127912,129755352,9/10/09,2,305368,Lake Bradford,0.591,14.7,3.12E+12,390,39009,2000000,0.035715683,5.55E-05,,NHD
Lakewatch,Brandon,0,Flagler,NA,NA,29.44433333,-81.2323,257409,125968368,2/20/18,2,,,0.03195747,0,3.08E+12,436,43600,250000,0.006855011,2.97E-06,,NHD
Lakewatch,Brant,0,Hillsborough,279339,24,28.12656667,-82.47163333,67094,68792770,6/18/19,2,279339,Brant Lake,0.25432716,56,3.10E+12,390,39009,500000,0.033747923,2.34E-05,,NHD
Lakewatch,Brantley,0,Putnam,279340,131,29.68386667,-81.94736667,176607,125973882,9/26/11,2,279340,Brantley Lake,0.603,0,3.08E+12,390,39004,1000000,0.03076589,5.62E-05,,NHD
Lakewatch,Brantley,0,Seminole,279342,109,28.69133333,-81.42283333,289186,107742393,5/6/15,2,279342,Lake Brantley,1.16236416,48,3.08E+12,390,39009,1000000,0.113309813,0.000107317,,NHD
Lakewatch,Brantley 2,0,Putnam,279340,131,29.68363333,-81.9496,176607,125973882,9/26/11,2,279340,Brantley Lake,0.603,0,3.08E+12,390,39004,1000000,0.03076589,5.62E-05,,NHD
Lakewatch,Bream,0,Washington,NA,NA,30.5692,-85.55,524473,122169588,5/5/16,2,301624,Griffin Mill Pond,0.02779536,154,3.14E+12,390,39009,250000,0.005853016,2.61E-06,,NHD
Lakewatch,Brentwood,0,Highlands,279364,35,27.62216667,-81.51203333,279629,112046661,9/10/09,2,279364,Lake Brentwood,0.239,31.7,3.09E+12,390,39009,500000,0.020962139,2.19E-05,,NHD
Lakewatch,Brick,0,Osceola,279374,249,28.16846667,-81.1967,423543,112038173,8/19/13,2,279374,Brick Lake,2.59418455,19.5,3.09E+12,390,39009,2000000,0.070320792,0.000238355,,NHD
FWC,Brick Lake,48,,,,28.16879,-81.19618,423543,112038173,8/19/13,2,279374,Brick Lake,2.59418455,19.5,3.09E+12,390,39009,2000000,0.070320792,0.000238355,,NHD
Lakewatch,Brittany,0,Flagler,NA,NA,29.55863333,-81.25036667,,,,,,,,,,,,,,,,NHD
Lakewatch,Broadmoor 1,0,Charlotte,NA,NA,26.9093,-82.2643,72125,166403303,9/16/19,2,,,0.06108035,0,3.10E+12,436,43600,250000,0.009317825,5.55E-06,,NHD
Lakewatch,Broadmoor 2,0,Charlotte,NA,NA,26.90686667,-82.2651,250338,61253423,9/16/19,2,,,0.02441701,0,3.10E+12,436,43600,100000,0.00806679,2.22E-06,,NHD
Lakewatch,Broadmoor Creek,0,Charlotte,2493895,NA,26.90223333,-82.26303333,,,,,,,,,,,,,,,,NHD
Lakewatch,Broadmoor River,0,Charlotte,2493895,NA,26.9118,-82.26336667,,,,,,,,,,,,,,,,NHD
Lakewatch,Broken Arrow,0,Volusia,2765177,NA,28.86943333,-81.2311,279517,107813439,11/2/18,2,2765177,Broken Arrow Lake,0.05273283,59,3.08E+12,390,39009,250000,0.00999593,4.88E-06,,NHD
Lakewatch,Brooker,0,Hillsborough,279436,10.5,28.15883333,-82.4774,67149,{C826F51F-3801-4308-86AF-26EF022306BD},6/18/19,2,,,0.04552507,0,,466,46600,50000,0.028867176,4.18E-06,outer boundary,NHD
Lakewatch,Brooker,0,Hillsborough,279436,10.5,28.15883333,-82.4774,77723,68758192,6/18/19,2,279436,Lake Brooker,0.10159683,0,3.10E+12,390,39004,500000,0.014323053,9.33E-06,center lake,NHD
Lakewatch,Brooklyn,0,Clay,308442,297,29.8025,-82.0311,174248,125957353,4/24/14,2,308442,Lake Brooklyn,2.5642016,0,3.08E+12,390,39004,2000000,0.126305234,0.000239269,,NHD
Lakewatch,Brooklyn Bay,0,Clay,279438,NA,29.79425,-82.0197,174248,125957353,4/24/14,2,308442,Lake Brooklyn,2.5642016,0,3.08E+12,390,39004,2000000,0.126305234,0.000239269,,NHD
FWC_2,Brooklyn Lake,49,Clay,,,29.801242,-82.027848,174248,125957353,4/24/14,2,308442,Lake Brooklyn,2.5642016,0,3.08E+12,390,39004,2000000,0.126305234,0.000239269,,NHD
Lakewatch,Broward,0,Putnam,279466,191,29.51026,-81.5924,213743,125965196,9/10/09,2,279466,Lake Broward,1.932,39,3.08E+12,390,39009,2000000,0.105115628,0.000179735,,NHD
Lakewatch,Brown,0,Osceola,NA,NA,nan,nan,,,,,,,,,,,,,,,,NHD
Lakewatch,Bryant,0,Marion,305389,310,29.144825,-81.8544,146854,167753323,5/28/20,2,305389,Lake Bryant,3.13217472,0,3.08E+12,390,39000,2000000,0.092000755,0.000290422,,NHD
FWC,"Bryant, Lake",50,,,,29.143321,-81.849674,146854,167753323,5/28/20,2,305389,Lake Bryant,3.13217472,0,3.08E+12,390,39000,2000000,0.092000755,0.000290422,,NHD
Lakewatch,Buck,0,Hillsborough,279573,NA,28.1094,-82.61803333,187515,68745534,6/18/19,2,279573,Buck Lake,0.14783599,0,3.10E+12,390,39004,500000,0.021557068,1.36E-05,,NHD
Lakewatch,Buck,0,Marion,305396,23,29.0957,-81.652,18699,107775147,2/13/15,2,305396,Buck Lake,0.24546749,57,3.08E+12,390,39009,500000,0.019290558,2.27E-05,,NHD
Lakewatch,Buck,0,Osceola,279574,151,28.2075,-81.15156667,428426,112036643,11/20/03,2,279574,Buck Lake,2.025,21,3.09E+12,390,39009,2000000,0.053022436,0.000186099,,NHD
Lakewatch,Buck,0,Seminole,279581,63,28.71156667,-81.12626667,,,,,,,,,,,,,,,,NHD
Lakewatch,Buck Creek Weir,0,Charlotte,NA,NA,26.8964,-82.2964,,,,,,,,,,,,,,,,NHD
FWC,Buckeye Lake,51,,,,28.0403,-81.7061,187286,78686265,8/24/12,2,279594,Lake Buckeye,0.2833461,128,3.10E+12,390,39009,500000,0.022164262,2.60E-05,,NHD
Lakewatch,Buena Vida,0,Palm Beach,NA,NA,26.65336667,-80.1902,441040,{502BE67B-520D-4B03-AA4E-F073C657B3C3},2/5/15,2,,,0.07956801,0,3.09E+12,436,43600,250000,0.030472066,7.21E-06,,NHD
Lakewatch,Buffum,0,Polk,279626,624,27.7953,-81.6604,32328,16799991,8/24/09,3,279626,Lake Buffum,6.258,40,3.10E+12,390,39009,,14503.93289,6257778.635,FDEP polygon a better fit,FDEP
FWC,"Buffum, Lake",52,,,,27.80145,-81.6627,32328,16799991,8/24/09,3,279626,Lake Buffum,6.258,40,3.10E+12,390,39009,,14503.93289,6257778.635,FDEP polygon a better fit,FDEP
FWC,Bugg Springs,53,,,,28.763191,-81.896081,,,,,,,,,,,,,,,,NHD
FWC,Bugg Springs,53,,,,28.763191,-81.896081,,,,,,,,,,,,,,,,NHD
FWC,Bulow Creek,54,,,,29.434638,-81.137039,,,,,,,,,,,,,,,,NHD
Lakewatch,Burkett,0,Orange,279692,30,28.6103,-81.26803333,173953,107806813,10/11/19,2,279692,Lake Burkett,0.30598124,53,3.08E+12,390,39009,500000,0.025788312,2.82E-05,,NHD
Lakewatch,Burrell,0,Hillsborough,279718,10,28.0965,-82.44703333,469517,41986805,5/30/02,2,279718,Burrell Lake,0.023,0,3.10E+12,390,39004,250000,0.008024093,2.15E-06,station 1,NHD
Lakewatch,Burrell,0,Hillsborough,279718,10,28.0965,-82.44703333,191995,41986207,1/3/13,2,,,0.07419323,0,3.10E+12,390,39004,250000,0.017417351,6.81E-06,stations 2 and 3,NHD
Lakewatch,Butler,0,Orange,279743,771,28.48936667,-81.55143333,423286,112029141,7/10/13,2,279743,Lake Butler,7.02176927,29.9,3.09E+12,390,39009,2000000,0.186627774,0.000647069,,NHD
Lakewatch,Butler,0,Union,279740,170,30.0342,-82.3368,151625,113627477,11/4/14,2,279740,Butler Lake,1.7641683,132,3.11E+12,390,39009,2000000,0.048219455,0.000164996,,NHD
FWC,"Butler, Lake",55,,,,28.49,-81.545117,423286,112029141,7/10/13,2,279743,Lake Butler,7.02176927,29.9,3.09E+12,390,39009,2000000,0.186627774,0.000647069,,NHD
FWC,"Butler, Lake",56,,,,30.034548,-82.338599,151625,113627477,11/4/14,2,279740,Butler Lake,1.7641683,132,3.11E+12,390,39009,2000000,0.048219455,0.000164996,,NHD
Lakewatch,Butterford,0,Charlotte,2493896,NA,26.91613333,-82.22043333,,,,,,,,,,,,,,,,NHD
Lakewatch,Byrd,0,Highlands,279778,25,27.6216,-81.51733333,99954,112046675,9/10/09,2,279778,Lake Byrd,0.21,32.9,3.09E+12,390,39009,500000,0.016501605,1.92E-05,,NHD
Lakewatch,Byrd,0,Hillsborough,278824,11,28.10193333,-82.4781,499825,41986499,6/18/19,2,278824,Bird Lake,0.09908241,0,3.10E+12,390,39004,500000,0.014133972,9.10E-06,,NHD
Lakewatch,Bystre,0,Hernando,279780,125.3,28.5442,-82.32776667,519589,68048583,7/2/09,2,279780,Bystre Lake,0.879,72,3.10E+12,390,39009,5000000,0.048433887,8.10E-05,,NHD
FWC,Bystre,57,,,,28.544136,-82.325369,519589,68048583,7/2/09,2,279780,Bystre Lake,0.879,72,3.10E+12,390,39009,5000000,0.048433887,8.10E-05,,NHD
Lakewatch,C,0,Orange,NA,NA,28.53123333,-81.3197,264767,107807011,6/26/13,2,,,0.01260154,0,3.08E+12,436,43615,100000,0.004492603,1.16E-06,,NHD
FWC,C-XVIII watershed,637,,,,26.854169,-80.291607,,,,,,,,,,,,,,,,NHD
Lakewatch,Cabbage Slough,0,Pasco,298011,17,28.3576,-82.5901,235159,58677609,2/1/19,2,298011,Cabbage Slough Pond,0.13701965,0,3.10E+12,436,43600,500000,0.027114911,1.26E-05,,NHD
Lakewatch,Cain,0,Volusia,279817,NA,29.2163,-81.4364,73865,107820949,10/16/03,2,279817,Cain Lake,0.595,36,3.08E+12,390,39009,1000000,0.033887698,5.52E-05,,NHD
Lakewatch,Calf Pond,0,Alachua,279829,5.7,29.62816667,-82.2869,249724,112630822,7/1/10,2,279829,Calf Pond,0.046,0,3.08E+12,390,39004,250000,0.008528775,4.31E-06,,NHD
Lakewatch,Calm,0,Hillsborough,279847,51,28.14233333,-82.5815,500492,68759060,6/18/19,2,279847,Lake Calm,0.48725143,48,3.10E+12,390,39009,1000000,0.028854363,4.48E-05,,NHD
FWC,Caloosahatchee River,58,,,,26.7166,-81.760767,,,,,,,,,,,,,,,,NHD
Lakewatch,Camp Creek,0,Walton,279893,23.35119,30.2973,-86.0578,,,,,,,,,,,,,,,,NHD
Lakewatch,Campbell,0,Walton,279948,44.47653,30.36573333,-86.2893,525553,35362941,2/19/13,2,279948,Campbell Lake,0.44141058,7,3.14E+12,390,39009,1000000,0.039854061,4.14E-05,,NHD
Lakewatch,Campground Pond,0,Leon,305440,8,30.43356667,-84.43053333,,,,,,,,,,,,,,,,NHD
Lakewatch,Cane,0,Orange,279818,31.8,28.484,-81.47276667,430030,112028715,7/10/13,2,279818,Lake Cain,0.32273136,30.2,3.09E+12,390,39009,1000000,0.020633893,2.97E-05,,NHD
