OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,THINNERCOD,FAOL_GNIS_,FAOL_REACH,FAOL_WBODY,FAOL_WATER,FAOL_COUNT,FAOL_OLD_W,FAOL_ATLAS,AreaOfInte,AreaOfIn_1,SHAPELEN,SHAPEAREA,FAOL_LAKE,FAOL_shp
"426007","112047727",2009/09/10,"2","00281504",Lake Denton,0.26900000000,"0.0","03090101037347","390","39004","500000",0.01790425162,0.00002456836,"0","00281504","03090101037347","1000577","Denton, Lake",Highlands,,FAOL,Denton,"0",0.000000000000000,0.000000000000000,"1","1"
"426030","112028617",2009/09/10,"2","00286488",Lake Mary,0.19400000000,"28.7","03090101028425","390","39009","500000",0.01631562660,0.00001787558,"0","00286488","03090101028425","140324","Mary, Lake",Orange,,ORANGE,Mary Jess,"0",0.000000000000000,0.000000000000000,"1","1"
"426031","112028341",2009/09/10,"2","00281040",Lake Crescent,0.75700000000,"30.8","03090101028237","390","39009","1000000",0.04388458195,0.00006972813,"0","00281040","03090101028237","140157","Crescent, Lake",Orange,,ORANGE,Crescent,"0",0.000000000000000,0.000000000000000,"1","1"
"426287","112046215",2003/11/20,"2","00292473",Trout Lake,0.56900000000,"31.1","03090101036585","390","39009","1000000",0.02684638976,0.00005202362,"0","00292473","03090101036585","161902",Trout Lake,Polk,"1902",POLK,Trout,"0",0.000000000000000,0.000000000000000,"1","1"
"426834","112027815",2009/09/10,"2","00281342",Lake Davis,0.07200000000,"20.7","03090101028047","390","39009","250000",0.01081846277,0.00000665282,"0","00281342","03090101028047","140161","Davis, Lake",Orange,,ORANGE,Davis,"0",0.000000000000000,0.000000000000000,"1","1"
"426845","112027773",2009/09/10,"2","00280683",Lake Como,0.00900000000,"27.4","03090101028026","390","39009","100000",0.00330698921,0.00000081977,"0","00280683","03090101028026","140144","Como, Lake",Orange,,ORANGE,Como,"0",0.000000000000000,0.000000000000000,"1","1"
"426856","112027749",2003/11/20,"2","00289836",Rock Lake,0.17600000000,"29.3","03090101028016","390","39009","500000",0.01649158563,0.00001622955,"0","00289836","03090101028016","140541",Rock Lake,Orange,,ORANGE,Rock,"0",0.000000000000000,0.000000000000000,"1","1"
"426968","112030747",2013/07/10,"2","00278738",Big Sand Lake,4.13116338000,"28.7","03090101029126","390","39009","2000000",0.17518808863,0.00038047861,"0","00278738","03090101029126","140008",Big Sand Lake,Orange,,ORANGE,Big Sand,"0",0.000000000000000,0.000000000000000,"1","1"
"426980","107806951",2010/06/09,"2","00282996",Lake Gear,0.03500000000,"106.0","03090101041593","390","39009","250000",0.00753144049,0.00000321746,"0","00282996","03080101010302","140209","Gear, Lake",Orange,,ORANGE,Gear,"0",0.000000000000000,0.000000000000000,"1","1"
"426995","112028023",2013/07/10,"2",,,0.14035115000,"0.0","03090101028148","436","43600","500000",0.01493722752,0.00001293647,"0",,"03090101028148","140395","Richmond, Lake",Orange,,ORANGE,Richmond,"0",0.000000000000000,0.000000000000000,"1","1"
"427022","112042549",2003/11/20,"2","00288527",Parks Lake,0.41400000000,"31.1","03090101034836","390","39009","1000000",0.03340013200,0.00003794395,"0","00288527","03090101034836","161003",Parks Lake,Polk,"1003",POLK,Parks,"0",0.000000000000000,0.000000000000000,"1","1"
"427025","112035421",2003/11/20,"2","00280767",Coon Lake,0.61100000000,"19.2","03090101031343","390","39009","5000000",0.03007546565,0.00005617199,"0","00280767","03090101031343","1000470",Coon Lake,Osceola,,FAOL,Coon,"0",0.000000000000000,0.000000000000000,"1","1"
"427047","112028227",2013/07/10,"2","00292534",Turkey Lake,1.31208108000,"27.7","03090101028195","390","39009","2000000",0.06913061976,0.00012092681,"0","00292534","03090101028195","140581",Turkey Lake,Orange,,ORANGE,"Turkey, Lake","658",0.000000000000000,0.000000000000000,"1","1"
"427062","112027809",2009/09/10,"2","00286193",Lake Lucerne,0.04200000000,"25.6","03090101028045","390","39009","250000",0.00764173689,0.00000383638,"0","00286193","03090101028045","140305","Lucerne, Lake",Orange,,ORANGE,Lucerne West,"0",0.000000000000000,0.000000000000000,"1","1"
"427071","112046653",2016/05/22,"2",,,0.01079313000,"0.0","03090101036829","436","43600","100000",0.00358867277,0.00000098683,"0",,"03090101036829","1002759",Eagle Pond,Highlands,,FAOL,Eagle Pond,"0",0.000000000000000,0.000000000000000,"1","1"
"427072","112043191",2013/10/19,"2","00282050",Lake Easy,1.35971087000,"34.1","03090101035142","390","39009","5000000",0.04367362051,0.00012457901,"0","00282050","03090101035142","161306","Easy, Lake",Polk,"1306",POLK,Easy,"0",0.000000000000000,0.000000000000000,"1","1"
"427139","112050445",2014/09/09,"2","00284412",Lake Huntley,2.70342476000,"25.3","03090101038505","390","39009","2000000",0.10063139522,0.00024643463,"0","00284412","03090101038505","1000974","Huntley, Lake",Highlands,,FAOL,Huntley,"0",0.000000000000000,0.000000000000000,"1","1"
"427147","112050475",2014/09/09,"2","00288639",Lake Pearl,0.25969051000,"26.2","03090101038553","390","39009","500000",0.01754279047,0.00002367169,"0","00288639","03090101038553","1001508","Pearl, Lake",Highlands,,FAOL,Pearl,"0",0.000000000000000,0.000000000000000,"1","1"
"427157","112030991",2011/04/15,"2","00289103",Pocket Lake,0.51700000000,"29.9","03090101029404","390","39009","1000000",0.03057091928,0.00004761651,"0","00289103","03090101029404","140536",Pocket Lake,Orange,,ORANGE,Pocket,"0",0.000000000000000,0.000000000000000,"1","1"
"427175","112048019",2016/05/22,"2",,,0.04441242000,"0.0","03090101037483","436","43600","250000",0.01798054697,0.00000405765,"0",,"03090101037483","1002822","Mary Jane, Lake",Highlands,,FAOL,Mary Jane,"0",0.000000000000000,0.000000000000000,"1","1"
"427215","112027853",2009/09/10,"2","00285322",Lake Lancaster,0.17400000000,"21.3","03090101028065","390","39009","500000",0.03265337302,0.00001606237,"0","00285322","03090101028065","140282","Lancaster, Lake",Orange,,ORANGE,Lancaster,"0",0.000000000000000,0.000000000000000,"1","1"
"427233","112027763",2009/09/10,"2","00285403",Lake Lawsona,0.03300000000,"21.3","03090101028021","390","39009","250000",0.00729890823,0.00000303804,"0","00285403","03090101028021","140285","Lawsona, Lake",Orange,,ORANGE,Lawsona,"0",0.000000000000000,0.000000000000000,"1","1"
"427246","112030967",2003/11/20,"2","00278135",Barton Lake,1.32200000000,"19.8","03090101029252","390","39009","2000000",0.05010819854,0.00012173387,"0","00278135","03090101029252","140489","Whippoorwill, Lake",Orange,,ORANGE,Whippoorwill,"0",0.000000000000000,0.000000000000000,"1","1"
"427274","112050757",2014/09/09,"2","00289014",Lake Placid,13.73273063000,"28.0","03090101038576","390","39009","5000000",0.17118515458,0.00125133173,"0","00289014","03090101038576","1001540","Placid, Lake",Highlands,,FAOL,"Placid, Lake","353",0.000000000000000,0.000000000000000,"1","1"
"427392","112046617",2014/09/09,"2","00288982",Pioneer Lake,0.31242604000,"30.8","03090101036810","390","39009","500000",0.01991394573,0.00002856453,"0","00288982","03090101036810","1001534",Pioneer Lake,Highlands,,FAOL,Pioneer,"0",0.000000000000000,0.000000000000000,"1","1"
"427403","112050171",2009/09/10,"2","00282784",Lake Francis,2.20700000000,"21.3","03090101038416","390","39009","2000000",0.05283971356,0.00020123880,"0","00282784","03090101038416","1000746","Francis, Lake",Highlands,,FAOL,"Francis, Lake","147",0.000000000000000,0.000000000000000,"1","1"
"427435","112043843",2009/09/10,"2","00287087",Lake Moody,1.65500000000,"28.3","03090101035447","390","39009","2000000",0.04860455014,0.00015156815,"0","00287087","03090101035447","161539","Moody, Lake",Polk,"1539",POLK,"Moody, Lake","306",0.000000000000000,0.000000000000000,"1","1"
"427463","112027901",2009/09/10,"2","00289250",Lake Porter,0.13600000000,"28.3","03090101028089","390","39009","500000",0.01496825148,0.00001252914,"0","00289250","03090101028089","140384","Porter, Lake",Orange,,ORANGE,Porter,"0",0.000000000000000,0.000000000000000,"1","1"
"427483","112029645",2013/07/10,"2","00292259",Lake Tibet,4.36359805000,"29.9","03090101028664","390","39009","2000000",0.13911482855,0.00040198296,"0","00292259","03090101028664","140463","Tibet, Lake",Orange,,ORANGE,"Tibet, Lake","443",0.000000000000000,0.000000000000000,"1","1"
"427494","112028991",2013/07/10,"2","00278976",Lake Blanche,0.51154421000,"29.9","03090101028598","390","39009","1000000",0.02809449192,0.00004713639,"0","00278976","03090101028598","140101","Blanche, Lake",Orange,,ORANGE,Blanche,"0",0.000000000000000,0.000000000000000,"1","1"
"427568","112043025",2003/11/20,"2","00290145",Saint Anne Lake,0.06100000000,"29.3","03090101035065","390","39009","250000",0.00873682779,0.00000559707,"0","00290145","03090101035065","161248",St. Anne Lake,Polk,"1248",POLK,St. Anne,"0",0.000000000000000,0.000000000000000,"1","1"
"427837","112042573",2003/11/20,"2","00281218",Cypress Lake,0.29600000000,"29.9","03090101034848","390","39009","500000",0.02314912625,0.00002713356,"0","00281218","03090101034848","161008",Cypress Lake,Polk,"1008",POLK,Cypress,"0",0.000000000000000,0.000000000000000,"1","1"
"427890","112034465",2009/09/10,"2","00280175",Lake Cecile,0.45300000000,"22.9","03090101030905","390","39009","1000000",0.02604608019,0.00004164401,"0","00280175","03090101030905","1000386","Cecile, Lake",Osceola,,FAOL,Cecile,"0",0.000000000000000,0.000000000000000,"1","1"
"427902","112045629",2011/04/15,"2","00285891",Lake Livingston,4.60800000000,"26.5","03090101036240","390","39009","2000000",0.09045146400,0.00042151222,"0","00285891","03090101036240","161805","Livingston, Lake",Polk,"1805",POLK,Livingston,"0",0.000000000000000,0.000000000000000,"1","1"
"428035","112027947",2003/11/20,"2",,,0.04000000000,"0.0","03090101028101","390","39004","250000",0.03067079002,0.00000372528,"0",,"03090101028101","140482","Walker, Lake",Orange,,ORANGE,Walker,"0",0.000000000000000,0.000000000000000,"1","1"
"428066","120024286",2016/05/22,"2","00286420",Lake Marian,18.88145348000,"18.0","03090101034694","390","39009","5000000",0.27672676304,0.00173027604,"0","00286420","03090101034694","1001258","Marian, Lake",Osceola,,FAOL,Marian,"0",0.000000000000000,0.000000000000000,"1","1"
"428080","112047869",2016/05/22,"2","00279213",Bonnet Lake,1.08592481000,"27.7","03090101037390","390","39009","1000000",0.05088674656,0.00009921372,"0","00279213","03090101037390","1000231",Bonnet Lake,Highlands,,FAOL,Bonnet,"0",0.000000000000000,0.000000000000000,"1","1"
"428172","120024288",2014/04/24,"2","00295796",Lake Kissimmee,127.00387936000,"14.9","03090101034343","390","39009","5000000",1.17971426516,0.01164186642,"0","00295796","03090101034343","160726","Kissimmee, Lake (Osceola)",Osceola,"726",POLK,Kissimmee,"0",0.000000000000000,0.000000000000000,"1","1"
"428276","112027777",2013/07/10,"2","00283438",Lake Greenwood,0.04518254000,"0.0","03090101028028","390","39004","250000",0.01957235552,0.00000416548,"0","00283438","03090101028028","140229","Greenwood, Lake",Orange,,ORANGE,Greenwood,"0",0.000000000000000,0.000000000000000,"1","1"
"428280","112027751",2011/04/15,"2","00292644",Lake Underhill,0.56800000000,"29.9","03090101028013","390","39009","5000000",0.03842258726,0.00005234447,"0","00292644","03090101028013","140473","Underhill, Lake",Orange,,ORANGE,"Underhill, Lake","453",0.000000000000000,0.000000000000000,"1","1"
"428343","112047265",2009/09/10,"2","00277901",Lake Anoka,0.19500000000,"37.8","03090101037128","390","39009","500000",0.02047998377,0.00001781509,"0","00277901","03090101037128","1000045","Anoka, Lake",Highlands,,FAOL,Anoka,"0",0.000000000000000,0.000000000000000,"1","1"
"428426","112036643",2003/11/20,"2","00279574",Buck Lake,2.02500000000,"21.0","03090101031876","390","39009","2000000",0.05302243614,0.00018609892,"0","00279574","03090101031876","1000300",Buck Lake,Osceola,,FAOL,Buck,"0",0.000000000000000,0.000000000000000,"1","1"
"428456","112036381",2013/08/19,"2","00285874",Live Oak Lake,1.55287905000,"19.5","03090101031797","390","39009","2000000",0.05131692249,0.00014276155,"0","00285874","03090101031797","1001170",Live Oak Lake,Osceola,,FAOL,Live Oak,"0",0.000000000000000,0.000000000000000,"1","1"
"428477","112040787",2013/08/19,"2","00281219",Cypress Lake,12.91782787000,"15.8","03090101033771","390","39009","5000000",0.15353283579,0.00118590702,"0","00281219","03090101033771","160413",Cypress Lake (Osceola),Osceola,"413",POLK,Cypress,"0",0.000000000000000,0.000000000000000,"1","1"
"428489","112050687",2003/11/20,"2",,,0.03800000000,"0.0","03090101038634","390","39004","250000",0.00676126165,0.00000344385,"0",,"03090101038634","1002913",Little Grassy Lake,Highlands,,FAOL,Little Grassy,"0",0.000000000000000,0.000000000000000,"1","1"
"428709","112033259",2003/11/20,"2","00284046",Hinden Lake,0.63300000000,"18.9","03090101030379","390","39009","1000000",0.03060140662,0.00005823912,"0","00284046","03090101030379","1000924",Hinden Lake,Osceola,,FAOL,Hinden,"0",0.000000000000000,0.000000000000000,"1","1"
"428763","112040099",2009/09/10,"2","00290080",Lake Russell,3.01900000000,"16.8","03090101033525","390","39009","5000000",0.07055417915,0.00027727546,"0","00290080","03090101033525","161925","Russell, Lake",Osceola,,POLK,"Russell, Lake","633",0.000000000000000,0.000000000000000,"1","1"
"428842","112049509",2009/09/10,"2","00280330",Lake Charlotte,0.81700000000,"27.7","03090101038143","390","39009","1000000",0.03412020958,0.00007455357,"0","00280330","03090101038143","1000403","Charlotte, Lake",Highlands,,FAOL,Charlotte,"0",0.000000000000000,0.000000000000000,"1","1"
"428866","112050113",2003/11/20,"2","00285770",Little Red Water Lake,0.08700000000,"21.3","03090101038408","390","39009","500000",0.01063937067,0.00000789740,"0","00285770","03090101038408","1001161",Little Red Water Lake,Highlands,,FAOL,Little Redwater 2,"0",0.000000000000000,0.000000000000000,"1","1"
"428892","120024277",2013/08/19,"2","00280133",Cat Lake,1.73906950000,"21.0","03090101031855","390","39009","2000000",0.05467332327,0.00015984324,"0","00280133","03090101031855","1000379",Cat Lake,Osceola,,FAOL,Cat,"0",0.000000000000000,0.000000000000000,"1","1"
"428895","112027729",2011/04/28,"2","00281775",Druid Lake,0.07600000000,"30.2","03090101028005","390","39009","250000",0.00987540397,0.00000697389,"0","00281775","03090101028005","140175","Druid, Lake",Orange,,ORANGE,Druid,"0",0.000000000000000,0.000000000000000,"1","1"
"428937","112027953",2013/07/10,"2","00280529",Clear Lake,1.44688591000,"0.0","03090101028070","390","39004","2000000",0.11909036932,0.00013337412,"0","00280529","03090101028070","140020",Clear Lake,Orange,,ORANGE,Clear,"0",0.000000000000000,0.000000000000000,"1","1"
"429039","112035523",2013/08/19,"2","02082902",East Lake Tohopekaliga,47.51796254000,"0.0","03090101030159","390","39004","5000000",0.38782287275,0.00437112365,"0",,"03090101030159","1002881","Tohopekaliga, Lake",Osceola,,FAOL,Chisholm Park,"0",0.000000000000000,0.000000000000000,"1","1"
"429118","112046429",2009/09/10,"2","00281269",Lake Damon,1.11100000000,"31.1","03090101036713","390","39009","1000000",0.03726082190,0.00010161582,"0","00281269","03090101036713","1000547","Damon, Lake",Highlands,,FAOL,Damon,"0",0.000000000000000,0.000000000000000,"1","1"
"429144","112047581",2003/11/20,"2","00285620",Little Bonnet Lake,0.33000000000,"0.0","03090101037282","390","39004","1000000",0.02240174237,0.00003015660,"0","00285620","03090101037282","1001140",Little Bonnet Lake,Highlands,,FAOL,Little Bonnet,"0",0.000000000000000,0.000000000000000,"1","1"
"429184","112050381",2014/01/12,"2","00290120",Saddlebags Lake,0.11122217000,"0.0","03090101038516","390","39004","500000",0.01474796988,0.00001013927,"0","00290120","03090101038516","1001655",Saddlebags Lake,Highlands,,FAOL,Saddlebags,"0",0.000000000000000,0.000000000000000,"1","1"
"429294",{7E8F2789-19FF-4B6F-8CBF-1085C13CBE58},2013/07/10,"2","00280334",Lake Chase,0.58374821000,"29.9","03090101044686","390","39009","1000000",0.03549290760,0.00005378673,"0","00292259",FCP1209500001,"140134","Chase, Lake",Orange,,ORANGE,"Chase, Lake","67",0.000000000000000,0.000000000000000,"1","1"
"429337","112048259",2014/09/09,"2","00290807",Lake Sebring,1.87488581000,"32.6","03090101037539","390","39009","2000000",0.05056176862,0.00017127226,"0","00290807","03090101037539","1001729","Sebring, Lake",Highlands,,FAOL,Sebring,"0",0.000000000000000,0.000000000000000,"1","1"
"429388","112027721",2009/09/10,"2","00290923",Lake Shannon,0.04600000000,"33.5","03090101028001","390","39009","250000",0.00795869552,0.00000427849,"0","00290923","03090101028001","140418","Shannon, Lake",Orange,,ORANGE,Shannon,"0",0.000000000000000,0.000000000000000,"1","1"
"429446","112031063",2013/07/10,"2","00286482",Lake Mary Jane,4.53025410000,"18.3","03090101029242","390","39009","5000000",0.13768002769,0.00041702653,"0","00286482","03090101029242","140326","Mary Jane, Lake",Orange,,ORANGE,Mary Jane,"0",0.000000000000000,0.000000000000000,"1","1"
"429500","112043541",2009/09/10,"2","00285465",Lake Leonore,1.59200000000,"26.2","03090101035298","390","39009","5000000",0.04918933065,0.00014582491,"0","00285465","03090101035298","161509","Leonore, Lake",Polk,"1509",POLK,Patrick,"0",0.000000000000000,0.000000000000000,"1","1"
"429678","112045497",2014/04/24,"2","00277931",Lake Arbuckle,15.41298817000,"16.2","03090101035855","390","39009","5000000",0.20105402004,0.00141006202,"0","00277931","03090101035855","161738","Arbuckle, Lake",Polk,"1738",POLK,Arbuckle,"0",0.000000000000000,0.000000000000000,"1","1"
"429699","112050547",2014/01/12,"2","00283327",Grassy Lake,2.13677556000,"27.4","03090101038579","390","39009","2000000",0.16908854207,0.00019472283,"0","00283327","03090101038579","1000824",Grassy Lake,Highlands,,FAOL,Grassy,"0",0.000000000000000,0.000000000000000,"1","1"
"429707","112028505",2013/07/10,"2","00284776",Lake Jessamine,1.18849486000,"27.7","03090101028249","390","39009","1000000",0.07511874840,0.00010951553,"0","00284776","03090101028249","140269","Jessamine, Lake",Orange,,ORANGE,"Jessamine, Lake","213",0.000000000000000,0.000000000000000,"1","1"
"429709","104239464",2010/06/09,"2","00281052",Lake Crews,0.23900000000,"36.3","03090101041286","390","39009","500000",0.01688926258,0.00002175566,"0","00281052","03090103012766","1000509","Crews, Lake",Highlands,,FAOL,Crews,"0",0.000000000000000,0.000000000000000,"1","1"
"429776","112044405",2003/11/20,"2","00307559",Reedy Lake,14.19200000000,"23.8","03090101035668","390","39009","5000000",0.16064532162,0.00129891302,"0","00307559","03090101035668","161637",Reedy Lake,Polk,"1637",POLK,Reedy,"0",0.000000000000000,0.000000000000000,"1","1"
